,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
OPFWEEZTDOVMCD-CZPAZZQNSA-N,2.682,2.6268418,2.682,2.4424317,2.682,2.4603117,2.682,2.6836073,2.682,2.9128165,2.682,2.7010796
BHXXXGQNUBUFDX-CFIUNYRISA-N,2.782,2.796588,2.782,2.6040099,2.782,2.7613149,2.782,2.7941651,2.782,2.652424,2.782,2.7691522
UQKZBWUQKVEQSK-AIJIHLQHSA-N,2.422,2.6595545,2.422,2.621485,2.422,2.6800478,2.422,2.5721173,2.422,2.9389207,2.422,3.36137
SFYLDTVSXPQRLJ-KVCIEARHSA-N,3.045,3.0466201,3.045,3.0632534,3.045,3.1837382,3.045,3.1163712,3.045,3.0508866,3.045,3.3227234
KDJQPCKLQRWPSS-AKOOKZATSA-N,2.384,2.521686,2.384,2.5696375,2.384,2.5467,2.384,2.347596,2.384,2.4609642,2.384,2.9453597
BNXLGTRVFHLYFY-UHFFFAOYSA-N,3.481,3.3365908,3.481,3.284721,3.481,3.3678522,3.481,3.259853,3.481,3.578628,3.481,3.2613454
HBILMTHQWVLONW-UHFFFAOYSA-N,3.041,3.0369058,3.041,3.1191542,3.041,3.1019316,3.041,3.0819476,3.041,3.3294098,3.041,3.302726
LZWUASZHJVNEEJ-LIUBWCDJSA-N,2.561,2.340787,2.561,2.6165307,2.561,2.646535,2.561,2.3632462,2.561,2.5873227,2.561,2.9545512
VUXHRUCXVUUYKR-UHFFFAOYSA-N,2.582,2.672371,2.582,2.4618309,2.582,2.518616,2.582,2.2486944,2.582,2.6465063,2.582,2.5643003
SSLUOGGSRLVLTH-UHFFFAOYSA-N,2.658,2.7273536,2.658,2.5137188,2.658,2.5652924,2.658,2.4696035,2.658,2.7531788,2.658,2.4933589
GZDGWEFGEVCFQU-ZXJWUZIYSA-N,3.082,3.1056526,3.082,3.1437278,3.082,3.2172873,3.082,3.135184,3.082,3.0569165,3.082,3.2219012
PKONHAVGJWCCOW-XBBUNVSZSA-N,2.819,2.7502995,2.819,2.7738183,2.819,2.9301891,2.819,2.7583125,2.819,3.0040994,2.819,3.055196
WJTZFEZSXPCAJM-UHFFFAOYSA-N,3.079,3.0103388,3.079,2.9569647,3.079,3.0139222,3.079,3.052841,3.079,3.1030333,3.079,3.0643647
FHXYAJXYJGISRC-DQGTYSGISA-N,3.002,2.8444555,3.002,2.7989156,3.002,2.8644388,3.002,2.9351146,3.002,2.9590676,3.002,2.9755323
KCDWCQPLUWFHHR-GOJQQOJISA-N,2.916,2.7117035,2.916,2.3829315,2.916,2.6139624,2.916,2.7238407,2.916,2.793635,2.916,2.6260521
CGUQLBQKJKWAGA-UHFFFAOYSA-N,2.995,2.9843996,2.995,2.946596,2.995,2.9798048,2.995,2.983457,2.995,3.0108519,2.995,3.1320624
DFHAIDJFFDHOIF-URZIEALYSA-N,2.68,2.4582624,2.68,2.6409402,2.68,2.7994146,2.68,2.7582254,2.68,2.832369,2.68,2.6529164
SJSSHLDMPKKFDG-UHFFFAOYSA-N,2.443,2.436358,2.443,2.4070952,2.443,2.435984,2.443,2.449092,2.443,2.38669,2.443,2.3836818
RZEVCGWNYDHZNK-UHFFFAOYSA-N,3.255,2.9914718,3.255,2.6422427,3.255,3.0521548,3.255,3.1737165,3.255,3.2744114,3.255,3.0344734
QWRHEKOIEWKUIH-JRZNSJKLSA-N,2.97,2.7709935,2.97,2.4384506,2.97,2.729409,2.97,2.8143592,2.97,2.7128563,2.97,2.6652324
OBVGSKGISQYDNW-ZWDGHJDBSA-N,2.693,2.773996,2.693,2.669833,2.693,2.6187925,2.693,2.5738277,2.693,2.601419,2.693,2.5237722
QTASNAMBVVSRRT-GTZBDXJUSA-N,2.382,2.4540095,2.382,2.3558133,2.382,2.3355534,2.382,2.3015053,2.382,2.759286,2.382,3.3501046
PQXAWNUSWOWFTA-NAKVVXGKSA-N,2.565,2.6176045,2.565,2.493737,2.565,2.9038708,2.565,2.9141593,2.565,2.686077,2.565,2.9845178
DUJHSWKKOKEZMT-WDFITRLXSA-N,3.004,2.9723687,3.004,3.053968,3.004,3.2616322,3.004,3.0661108,3.004,3.0481436,3.004,3.2436206
PKXVUQANOUNMAM-UHFFFAOYSA-N,2.924,2.764678,2.924,2.8135262,2.924,2.8291135,2.924,2.8251371,2.924,3.017391,2.924,2.9523
VFSAODFGYKOZOP-UHFFFAOYSA-N,2.682,2.7746794,2.682,2.329406,2.682,2.695888,2.682,2.524991,2.682,2.667852,2.682,2.7103598
ZVQBDVJUUZSGOC-UHFFFAOYSA-N,2.641,2.5583377,2.641,2.451214,2.641,2.5114202,2.641,2.6739676,2.641,2.5941958,2.641,2.2348258
XWYIWZOHUZHAQV-UHFFFAOYSA-N,2.8,3.2082236,2.8,3.0047357,2.8,2.7605174,2.8,2.8420424,2.8,2.8186526,2.8,2.7521393
KQOCWDKVELLWMK-UHFFFAOYSA-N,2.544,2.5066695,2.544,2.4700692,2.544,2.5351179,2.544,2.5490718,2.544,2.5136113,2.544,2.5619364
GFZKWPZIRHXJQD-JHECELKISA-N,2.962,3.0151577,2.962,2.6030333,2.962,3.1074138,2.962,2.9319017,2.962,3.0706706,2.962,2.9389305
KFQZAZGWAKRQCP-RHGCBHBOSA-N,2.343,2.4488842,2.343,2.432602,2.343,2.400541,2.343,2.3920507,2.343,2.5504665,2.343,2.4578748
LIHMSYZXUWKNMT-SHGJIODASA-N,2.533,2.7477481,2.533,2.556151,2.533,2.601915,2.533,2.4541507,2.533,2.7510188,2.533,2.8594842
DVBDJECINIXYHX-UHFFFAOYSA-N,2.77,2.7145934,2.77,2.605139,2.77,2.7075548,2.77,2.6379642,2.77,2.6100538,2.77,2.7028506
MQUFZYTVHDFZEN-UHFFFAOYSA-N,2.736,2.986517,2.736,2.88303,2.736,2.8965135,2.736,2.973133,2.736,2.9801228,2.736,2.753101
HSFWTMQOPBSTCK-UHFFFAOYSA-N,3.146,3.077287,3.146,2.5320997,3.146,3.09781,3.146,2.7562914,3.146,3.1042302,3.146,3.0585546
JYKARYUZJSWTFY-IAASQWLWSA-N,2.441,2.347562,2.441,2.421238,2.441,2.3096936,2.441,2.1813138,2.441,2.8069756,2.441,3.025822
XJRVMILLYSYOFL-IWUGUHLXSA-N,2.427,2.468473,2.427,2.505303,2.427,2.6031742,2.427,2.452012,2.427,2.6548648,2.427,2.6631706
RGOUUQHKEISYEO-XCVZCQOZSA-N,2.843,3.0301397,2.843,2.878656,2.843,3.083741,2.843,3.0227525,2.843,3.0928679,2.843,3.0857894
PYKMKQPXIHPWMK-NNRGRWLXSA-N,2.896,3.1407685,2.896,3.0622008,2.896,3.3655574,2.896,2.8526568,2.896,3.4285119,2.896,2.84295
YFGDLHQNAAPYIB-NNRGRWLXSA-N,2.554,2.6403027,2.554,2.624473,2.554,2.765636,2.554,2.9066195,2.554,3.1180549,2.554,2.784749
PGYBOYXOCUMLOH-KWQVAVEISA-N,2.952,2.882499,2.952,3.0393114,2.952,2.937182,2.952,2.997423,2.952,3.2990718,2.952,3.0340774
VOTFGVFTELGAMT-MSZXLLJCSA-N,2.838,2.8633676,2.838,2.951186,2.838,2.8719854,2.838,2.9484801,2.838,2.9354796,2.838,2.8858008
CILSLIGLRVVPDM-TVALRIBFSA-N,2.898,3.1804447,2.898,2.9418375,2.898,2.8696227,2.898,2.980811,2.898,3.1695745,2.898,3.1775494
BCOPCDIWBNRGAB-UHFFFAOYSA-N,2.573,2.711295,2.573,2.8704772,2.573,2.8291457,2.573,2.891928,2.573,2.445211,2.573,2.4915395
ASKIQELSARLMQM-BQZSGDOUSA-N,2.697,2.737526,2.697,2.7535188,2.697,2.699812,2.697,2.7682965,2.697,2.8144221,2.697,2.7537763
ZKWKIOOZNWQHIY-XJFJGTKVSA-N,3.282,3.1712637,3.282,3.185367,3.282,3.2460566,3.282,3.239052,3.282,3.1557577,3.282,3.2249699
DGIZVXVIZQJFSO-UHFFFAOYSA-N,2.866,2.85193,2.866,2.7588408,2.866,2.8082328,2.866,2.8206081,2.866,2.8759108,2.866,2.707154
FODODODROJBBMN-ZDQQNPISSA-N,2.894,2.8443983,2.894,2.7177267,2.894,2.8949971,2.894,2.9935112,2.894,3.1201277,2.894,3.157288
XTMURSWIGZRYNZ-UHFFFAOYSA-N,2.575,2.5620408,2.575,2.4117491,2.575,2.5115168,2.575,2.467323,2.575,2.558152,2.575,2.38891
WMJKVTJGEYMFTF-UHFFFAOYSA-N,2.137,2.1463156,2.137,2.0500052,2.137,2.0840638,2.137,2.049435,2.137,2.1214433,2.137,2.1244943
OMHOKHCJNNSRCG-GZWHESQTSA-N,2.136,2.2618856,2.136,2.3076324,2.136,2.1648188,2.136,2.2069738,2.136,2.502342,2.136,2.268942
IAPHPEJXDCNEFL-UHFFFAOYSA-N,2.723,2.9043105,2.723,2.66261,2.723,2.7145643,2.723,2.5868647,2.723,2.5799365,2.723,2.487172
VVBQXQWLPWARFB-UHFFFAOYSA-N,3.309,2.7326832,3.309,2.669022,3.309,2.893416,3.309,3.1224303,3.309,3.1548648,3.309,2.8110533
WLIXMENAPDBVPY-UHFFFAOYSA-N,1.953,2.0372138,1.953,2.0034027,1.953,2.0709655,1.953,1.9051112,1.953,1.8610034,1.953,2.0097027
VXUAAORWUKTSFL-FLKNUUKYSA-N,2.976,2.9885209,2.976,2.9341588,2.976,3.0514553,2.976,3.069221,2.976,3.3981717,2.976,3.2984104
PFXQNQBORHUWAM-UHFFFAOYSA-N,2.505,2.204802,2.505,2.398762,2.505,2.1562424,2.505,2.1722622,2.505,2.5429,2.505,2.2493546
URAXIIGDVHUALY-ULKDXPJMSA-N,3.087,3.1318374,3.087,3.1768508,3.087,3.347461,3.087,3.0586843,3.087,3.3335438,3.087,3.331596
GIMWOOURHUWRJH-GYSYUZBBSA-N,3.151,3.0084465,3.151,3.1756275,3.151,3.1923516,3.151,3.120432,3.151,3.1946282,3.151,3.1724248
LEMHAALOJLLZQI-UHFFFAOYSA-N,3.315,3.0932653,3.315,2.647839,3.315,3.029487,3.315,3.0116072,3.315,3.1667745,3.315,2.9258082
NZRXBCFIRHAQFK-ORUBRVGZSA-N,2.515,2.5795105,2.515,2.568031,2.515,2.3454397,2.515,2.4874403,2.515,2.6282618,2.515,2.841117
WEVMOEUUAHKHJA-UHFFFAOYSA-N,3.119,2.7564526,3.119,2.6912339,3.119,2.8288949,3.119,2.891219,3.119,2.9530427,3.119,2.8178403
FXXDONFUGRXYDJ-UHFFFAOYSA-N,2.581,2.538462,2.581,2.3289208,2.581,2.477657,2.581,2.5652034,2.581,2.4624758,2.581,2.56904
JHNSIBLWHINLRH-UHFFFAOYSA-N,2.955,2.9999118,2.955,2.915711,2.955,2.9280837,2.955,2.8809505,2.955,3.0604787,2.955,3.0799537
HSAJYUGTDDIDHO-UHFFFAOYSA-N,2.773,2.909621,2.773,2.825047,2.773,2.834633,2.773,2.7956626,2.773,2.8485744,2.773,2.934501
KMWDUASBUZFXBJ-UHFFFAOYSA-N,2.91,2.8662217,2.91,3.012322,2.91,2.9174654,2.91,2.8711538,2.91,2.8690445,2.91,3.0609527
ZGWZQJDVXNDCFC-JSHQOURHSA-N,2.795,3.0608757,2.795,2.9595551,2.795,3.0543106,2.795,3.2070413,2.795,3.530325,2.795,3.4833086
GEARMJTZVDHRLU-UHFFFAOYSA-N,3.564,3.2388613,3.564,2.698198,3.564,3.5587838,3.564,3.3537645,3.564,4.04984,3.564,3.4901447
JZWBNGJDWHZTFX-SQHNJYBFSA-N,2.592,2.9838383,2.592,2.9607499,2.592,2.8278875,2.592,2.8298366,2.592,3.0382473,2.592,3.4339375
MOLUNBPCCJWVGL-OAQMXIGCSA-N,2.521,2.4935455,2.521,2.3490446,2.521,2.3846693,2.521,2.53054,2.521,2.4346082,2.521,2.1826267
PDWZAIFVOJHSSY-UHFFFAOYSA-N,3.008,2.7851071,3.008,2.6844242,3.008,2.8785226,3.008,3.048012,3.008,3.0259974,3.008,2.7885797
JICZKIWTSYBFTO-UHFFFAOYSA-N,3.528,3.0900722,3.528,2.354648,3.528,3.3792064,3.528,3.1799684,3.528,3.2963748,3.528,3.1756425
PFYZFDCCWDLOGD-UHFFFAOYSA-N,3.234,2.6123776,3.234,2.504368,3.234,2.7227268,3.234,2.7910836,3.234,2.9293709,3.234,2.7738054
YWYFYMYOLIXPPC-OZARTGBXSA-N,2.581,3.161125,2.581,3.2112393,2.581,3.3327007,2.581,3.0997276,2.581,3.3908265,2.581,3.301949
NMVYCFMKOMDALW-UHFFFAOYSA-N,2.655,2.6315584,2.655,2.4034133,2.655,2.5366375,2.655,2.6393077,2.655,2.5207686,2.655,2.5919821
YVUBENFHGICOBG-UHFFFAOYSA-N,2.902,2.7215064,2.902,2.6441214,2.902,2.835154,2.902,3.0488877,2.902,2.8238878,2.902,2.5234697
FBNFBLHRQLTCBH-VKVKMMGJSA-N,2.825,2.7179518,2.825,2.6687806,2.825,2.7082012,2.825,2.7781346,2.825,2.7793605,2.825,2.5961978
XSQSHLXSVRGSJG-UHFFFAOYSA-N,3.142,2.906192,3.142,2.451024,3.142,3.0997746,3.142,2.9367325,3.142,3.046389,3.142,2.8104095
VRDSTMAIURCOMR-UHFFFAOYSA-N,3.279,3.080657,3.279,3.212923,3.279,3.1630416,3.279,3.135664,3.279,3.1292162,3.279,3.2360778
UFTIBZABQPZXNV-AIKQDUSWSA-N,3.0,2.987727,3.0,3.0243223,3.0,2.931795,3.0,3.0647693,3.0,3.5182738,3.0,3.8811333
YJVRPOCGJFUDDZ-UHFFFAOYSA-N,3.205,2.9455616,3.205,2.6850674,3.205,2.9909203,3.205,3.011665,3.205,3.2594883,3.205,3.0221357
XCBNBRYZMPUWES-UHFFFAOYSA-N,3.192,2.8707616,3.192,2.8308866,3.192,2.9230797,3.192,3.2090123,3.192,3.1523082,3.192,2.8756475
WAPYEBFYHYGWIC-VDDSRMGISA-N,2.529,2.5225756,2.529,2.3952687,2.529,2.351552,2.529,2.476359,2.529,3.1980705,2.529,2.6675067
DRAXEPMYJPKTRQ-UHFFFAOYSA-N,3.293,3.0347137,3.293,2.697372,3.293,3.1535685,3.293,3.2087243,3.293,3.1728232,3.293,2.837588
GLJAJZINGRFWEW-MNQNVOJESA-N,2.878,2.9332924,2.878,2.9119897,2.878,2.8685164,2.878,3.0218759,2.878,3.1453846,2.878,3.0221653
WXTUHLICSVTTLH-UHFFFAOYSA-N,2.44,2.545654,2.44,2.365448,2.44,2.497664,2.44,2.4877272,2.44,2.5494797,2.44,2.4384732
NWPVWXDJFPREBG-XPOODWKESA-N,2.685,2.8280854,2.685,2.673396,2.685,2.9326994,2.685,2.662205,2.685,2.762122,2.685,3.0089025
OJFFHRRCDVJYJB-HSWKEQASSA-N,2.934,2.742097,2.934,2.536164,2.934,2.8462608,2.934,2.7929523,2.934,2.857088,2.934,2.6492646
VYOVDIKDPBESBU-RVDKCFQWSA-N,3.097,2.9964564,3.097,2.2987807,3.097,3.0752845,3.097,3.043242,3.097,3.0401392,3.097,2.7990997
FAWVYVZDNQYLJR-UHFFFAOYSA-N,2.231,2.4202838,2.231,2.3629973,2.231,2.3437393,2.231,2.4528189,2.231,2.4536064,2.231,2.3005455
HCFAVTXWMSDWIR-GXXMRXFUSA-N,2.691,2.7228014,2.691,2.6737792,2.691,2.8306773,2.691,2.6715171,2.691,3.0681107,2.691,3.2988951
KLNKWXDICQYDJG-UHFFFAOYSA-N,3.003,3.003193,3.003,2.8171272,3.003,2.8670125,3.003,2.8060505,3.003,3.0288336,3.003,2.9946768
VUYCFNGAPYWFES-UHFFFAOYSA-N,2.978,2.6129858,2.978,2.7220984,2.978,2.4811902,2.978,2.5869596,2.978,3.1704352,2.978,2.6481607
RQTYGQIEOWZIIL-AIWUCEOPSA-N,2.634,2.700873,2.634,2.8134863,2.634,2.6102095,2.634,2.8125896,2.634,2.7324152,2.634,2.8744128
IAYFPIYXEHJEMP-UHFFFAOYSA-N,3.263,3.0260189,3.263,2.4263322,3.263,3.2282243,3.263,3.2863867,3.263,3.1288764,3.263,2.9813652
UNXWSNOQJQYLGU-UHFFFAOYSA-N,2.665,2.3262496,2.665,2.4696355,2.665,2.484934,2.665,2.6246598,2.665,2.671466,2.665,2.27592
WPEYQKWMXHLMSI-OECOHKRESA-N,2.951,2.8713677,2.951,2.8970037,2.951,2.9114134,2.951,2.9169958,2.951,2.8296912,2.951,2.8976645
GZEKFWVQDIXBCH-NWZREFRFSA-N,2.423,2.3892128,2.423,2.400353,2.423,2.2453568,2.423,2.359681,2.423,2.8348308,2.423,2.9987917
UVDJNTSJQVWNER-UHFFFAOYSA-N,3.326,2.9005084,3.326,2.4572985,3.326,3.2024903,3.326,3.1891713,3.326,3.2183776,3.326,3.0603204
UORRVWPSUNTJGA-UHFFFAOYSA-N,3.37,2.9049642,3.37,2.434776,3.37,2.8722432,3.37,2.8517783,3.37,3.2489343,3.37,2.8357906
CHJPPSSUKHGZQH-NNAPYRDBSA-N,2.649,2.9969792,2.649,3.007208,2.649,3.1624599,2.649,2.9297662,2.649,3.320905,2.649,3.0783184
IIXXRGDYRNAHCG-UHFFFAOYSA-N,2.661,2.7586415,2.661,2.4776652,2.661,2.637448,2.661,2.4507806,2.661,2.6803443,2.661,2.5718644
VVDLBEHOGHLVFZ-PNQUVVCRSA-N,2.829,2.7581596,2.829,2.5581698,2.829,2.745666,2.829,2.7521048,2.829,2.6231704,2.829,2.6692364
KJBBUUOVKITEMU-UHFFFAOYSA-N,3.233,2.5685232,3.233,2.2046556,3.233,2.7716575,3.233,3.0676486,3.233,3.1215062,3.233,2.7496734
VJCSLPQRLCVPRY-OUUCWOCCSA-N,2.505,2.6670382,2.505,2.702496,2.505,2.690495,2.505,2.4876733,2.505,3.1863844,2.505,3.5810466
BBPZYLPAXGEXSU-UHFFFAOYSA-N,2.926,2.925469,2.926,2.9796665,2.926,2.9344656,2.926,2.9791527,2.926,3.0518293,2.926,2.8981106
WDBCOUWBMRBKFQ-UHFFFAOYSA-N,2.637,2.97393,2.637,3.0310905,2.637,2.6100829,2.637,2.8046823,2.637,2.75886,2.637,2.7474835
CFHXWFHYKBPGBW-UHFFFAOYSA-N,3.183,2.730957,3.183,2.763551,3.183,3.155578,3.183,3.0064375,3.183,3.0493762,3.183,2.791799
ABJHRCWFCHYYGT-PONPSGMSSA-N,2.53,2.7911842,2.53,2.6508653,2.53,2.586243,2.53,2.7091353,2.53,3.4284852,2.53,4.2306433
GHYHBUKBXYBLPU-LQCIKLFHSA-N,2.802,2.8787777,2.802,3.0592198,2.802,3.0038872,2.802,3.1215034,2.802,3.05973,2.802,3.075465
LLSJEPNSLNXPFM-LEXORQHVSA-N,2.8,2.8063176,2.8,2.8088694,2.8,2.8697288,2.8,2.8778448,2.8,2.8319793,2.8,2.9045837
BTZJXCGVIJWAQF-UHFFFAOYSA-N,2.488,2.6457014,2.488,2.5197089,2.488,2.5695117,2.488,2.4329457,2.488,2.704483,2.488,2.630257
HELBUPJZLJIFEH-VULVGPKSSA-N,2.872,3.0735478,2.872,2.9865453,2.872,3.2634115,2.872,3.072094,2.872,3.5638797,2.872,3.8373559
NSWHUVICIZOXGR-UHFFFAOYSA-N,2.902,2.7853127,2.902,2.736162,2.902,2.756334,2.902,2.784468,2.902,3.0118265,2.902,2.933463
XGGGSHPTQOTQHP-UHFFFAOYSA-N,3.251,3.0723689,3.251,2.209921,3.251,3.2696698,3.251,3.0223107,3.251,3.0344074,3.251,2.8998353
HAYFZKYJBYZIET-ZCCOYFSFSA-N,2.69,2.7284498,2.69,2.5548737,2.69,2.7353528,2.69,2.617563,2.69,2.8021348,2.69,2.7657292
QYDNFFPESCDSMM-UHFFFAOYSA-N,3.194,2.9102728,3.194,2.5663536,3.194,2.9920611,3.194,2.913055,3.194,2.9626248,3.194,2.8093944
KSLSWTMOTLTHSK-ZFMRUCPMSA-N,2.376,2.3863974,2.376,2.448066,2.376,2.4318964,2.376,2.4968657,2.376,2.3239057,2.376,2.436375
SXRNXPJTPSQPMI-UHFFFAOYSA-N,2.595,2.602062,2.595,2.306637,2.595,2.4879172,2.595,2.644702,2.595,2.585267,2.595,2.5154943
BBUGLGYEQZKFJX-KWXHNEHASA-N,2.882,2.9148226,2.882,2.5768247,2.882,3.0951211,2.882,2.8871174,2.882,3.7103922,2.882,4.264934
YVMBHFOTAIMWCB-UHFFFAOYSA-N,2.797,2.6548545,2.797,2.2131593,2.797,2.7147236,2.797,2.5582404,2.797,2.6195788,2.797,2.5043616
LYFFHLTZDSZWQS-UHFFFAOYSA-N,2.896,2.8718512,2.896,2.7615564,2.896,2.8870044,2.896,2.8147764,2.896,2.993055,2.896,2.8037438
CKYUBJNILGXSLO-SSULHUJASA-N,2.904,2.7645776,2.904,2.4868608,2.904,2.7942648,2.904,2.8062384,2.904,2.735743,2.904,2.699647
UKVZXKXXVQAWJT-NCNRDZEXSA-N,2.517,2.623349,2.517,2.7704723,2.517,2.5370462,2.517,2.71525,2.517,2.9957356,2.517,3.101165
DKZHYOIZLUNWAT-UHFFFAOYSA-N,3.467,2.8480413,3.467,2.4258926,3.467,2.836083,3.467,2.875628,3.467,3.134973,3.467,2.7147782
FZSGKHLWIGUPQW-UHFFFAOYSA-N,2.577,2.7656617,2.577,2.4554005,2.577,2.5387232,2.577,2.569566,2.577,2.7820916,2.577,2.5051877
QFXPTFWLQVYXNZ-GTOSQJSUSA-N,2.842,2.956794,2.842,2.8178625,2.842,2.8953054,2.842,2.926439,2.842,3.13386,2.842,2.9485452
KVLFWVFLLNGLCA-UHFFFAOYSA-N,3.227,3.023009,3.227,3.0574489,3.227,3.3644264,3.227,3.1131237,3.227,3.5591507,3.227,3.3981268
XPVCZKVUJZWGJS-UHFFFAOYSA-N,2.73,2.833331,2.73,2.7042768,2.73,2.7965193,2.73,2.590781,2.73,2.806025,2.73,2.6678224
LEKZCVKOWKTZOF-WBLNBYGBSA-N,3.072,3.2340703,3.072,3.2801094,3.072,3.3808777,3.072,3.0734417,3.072,3.5305622,3.072,3.2709682
CLXUGRGZYFVPEJ-UHFFFAOYSA-N,3.52,3.0644686,3.52,2.652338,3.52,3.1708357,3.52,3.316589,3.52,3.1990566,3.52,2.9227822
MOGJGAYHOLRECW-MARIXUESSA-N,2.769,2.7513251,2.769,2.6308556,2.769,2.6794043,2.769,2.7230213,2.769,2.6661482,2.769,2.8238032
VYXFFZOBDOOLJY-WIMUOEIGSA-N,2.779,2.617692,2.779,2.5542045,2.779,2.69994,2.779,2.7171977,2.779,2.8940833,2.779,2.6378973
IFCAQJTZKKLJRG-UHFFFAOYSA-N,2.646,2.901013,2.646,2.981536,2.646,2.7882166,2.646,2.741574,2.646,2.404089,2.646,2.8823116
HRTNKZYEZYMONO-VLCZOICISA-N,2.523,2.7361603,2.523,2.527891,2.523,2.5220757,2.523,2.4983134,2.523,3.0580478,2.523,2.862612
XBLAMQHYXNTKRM-UHFFFAOYSA-N,2.811,2.9048226,2.811,2.8351405,2.811,2.7817326,2.811,2.8596933,2.811,2.916767,2.811,2.9122503
ZKTZKKIOBWEOKD-SGDQBIPISA-N,2.207,2.299814,2.207,2.2849221,2.207,2.2482514,2.207,2.2805667,2.207,2.3037298,2.207,2.7683327
NIGMBSZGSUWZFZ-UHFFFAOYSA-N,2.513,2.5209465,2.513,2.4578183,2.513,2.4323955,2.513,2.338828,2.513,2.5051715,2.513,2.5385556
HHFPJQVMAJBGDW-KKQLDWOFSA-N,2.937,3.4770546,2.937,3.627803,2.937,3.6888306,2.937,3.5589824,2.937,3.7145717,2.937,3.6034107
RCZYPPBGRPKZDJ-UHFFFAOYSA-N,2.491,2.6657615,2.491,2.2251236,2.491,2.5086265,2.491,2.3752987,2.491,2.6272736,2.491,2.6082194
MVSOSYYSOMODBL-UHFFFAOYSA-N,3.092,2.9189467,3.092,2.3890417,3.092,3.1029394,3.092,3.0858734,3.092,2.7339585,3.092,2.8121192
WQBAUMWBUNFORX-UHFFFAOYSA-N,3.606,3.1182432,3.606,2.2794113,3.606,3.208176,3.606,3.0583663,3.606,3.3296757,3.606,2.909945
CDRITDNPMYSYDZ-JPQIGSSTSA-N,2.96,3.0280411,2.96,2.8007576,2.96,2.9389267,2.96,2.8210032,2.96,2.9523833,2.96,3.1336052
WPHPOIYEIXOJBK-OFZFAGOMSA-N,2.384,2.448467,2.384,2.600956,2.384,2.5169935,2.384,2.444476,2.384,2.939772,2.384,3.3142438
BBYBPVUQQVKERU-UHFFFAOYSA-N,3.094,3.0145233,3.094,2.933424,3.094,2.94936,3.094,3.04735,3.094,3.089536,3.094,3.0440166
HXCBVWDSQQARLI-HSRNTDFQSA-N,2.66,2.7350478,2.66,2.6625364,2.66,2.6121838,2.66,2.545349,2.66,2.673552,2.66,2.7992525
AUBQIURWDDBBLI-UHFFFAOYSA-N,3.148,3.1300597,3.148,2.9495857,3.148,2.9653623,3.148,2.7251072,3.148,2.8331656,3.148,2.9514246
XDLOBYVGYTUXRX-UHFFFAOYSA-N,2.972,2.7187583,2.972,2.70077,2.972,2.890062,2.972,2.940064,2.972,2.9327416,2.972,2.8073611
JNBHGUPPDKLSRG-UHFFFAOYSA-N,3.471,3.1746516,3.471,2.5337257,3.471,3.3349211,3.471,3.190865,3.471,3.3795214,3.471,3.1248844
MBEQQTLXLXYOKB-UHFFFAOYSA-N,3.335,3.0900543,3.335,2.6211264,3.335,3.1583862,3.335,3.1839452,3.335,3.1988852,3.335,3.1694043
NEYHLJJVPMXKLV-UHFFFAOYSA-N,3.132,3.1231003,3.132,2.7018487,3.132,3.2897294,3.132,2.7938697,3.132,3.1144788,3.132,3.0658872
PPRDNBPSRMZBJT-GPOBNMTHSA-N,2.614,2.7509506,2.614,2.7141135,2.614,2.7948368,2.614,2.6866176,2.614,3.1075802,2.614,3.303649
DTJZCCRZXULJKM-UHFFFAOYSA-N,2.75,2.572937,2.75,2.5326238,2.75,2.7305846,2.75,2.7438276,2.75,2.596124,2.75,2.6222098
LPKMKDYNHIDHSD-UHFFFAOYSA-N,3.148,2.930686,3.148,2.674652,3.148,3.211652,3.148,3.0653038,3.148,3.158403,3.148,3.017115
KKYQGAUSWKUPKV-UUSDDZCZSA-N,2.41,2.6244996,2.41,2.7555046,2.41,2.7984126,2.41,2.6287563,2.41,2.4900367,2.41,2.5335636
XIQUPLCIEDYJKT-UHFFFAOYSA-N,3.31,2.7572947,3.31,2.57556,3.31,3.0539055,3.31,3.1550999,3.31,2.9165547,3.31,2.8111115
BDYRDKUPXZBQLD-UHFFFAOYSA-N,2.616,2.623525,2.616,2.3226092,2.616,2.5177486,2.616,2.4046545,2.616,2.4177191,2.616,2.3071961
IQVCNMVDSKXURO-JQPFWERZSA-N,2.786,3.185767,2.786,3.0098188,2.786,3.1646729,2.786,3.1247954,2.786,3.69643,2.786,3.8733785
MYNOKWIDACSXEG-YHQWIORUSA-N,2.767,2.9724762,2.767,3.1083126,2.767,3.0770845,2.767,2.8442965,2.767,3.319737,2.767,3.572649
OHOAKXNCKBOEQC-KKQLDWOFSA-N,2.801,2.6728551,2.801,2.782569,2.801,3.0220258,2.801,2.865445,2.801,2.87814,2.801,2.909148
QTDOGPWKKJOXNR-UHFFFAOYSA-N,3.258,2.8838062,3.258,2.5011206,3.258,2.9244895,3.258,2.6582656,3.258,3.140275,3.258,2.8651545
CECQYMQRJDTFPD-UHFFFAOYSA-N,2.9,2.8828673,2.9,2.2963948,2.9,2.5049405,2.9,2.838343,2.9,2.801866,2.9,2.9567673
