,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
PJCFOVMBPKVXAO-QEQQSIKZSA-N,2.324,2.2624538,2.324,2.3938627,2.324,2.262008,2.324,2.2829492,2.324,2.3384762,2.324,2.2162905
FNMROCKIPRIYTP-GTYSUSSSSA-N,2.207,2.1993012,2.207,2.2165976,2.207,2.2944663,2.207,2.0248866,2.207,2.365523,2.207,2.114566
IRJLIIQEMZOZHX-MPUCSWFWSA-N,2.872,2.8699892,2.872,2.8842552,2.872,2.8074057,2.872,2.9291756,2.872,2.876574,2.872,2.769913
SLNRYYUACCGSHF-JXLOPGSOSA-N,2.236,2.2871618,2.236,2.3117888,2.236,2.2086868,2.236,2.296319,2.236,2.326815,2.236,2.35248
XVOOYKPZLIMHRG-RSGQVFGASA-N,1.999,2.0454075,1.999,2.080548,1.999,1.9665892,1.999,2.063363,1.999,2.1008523,1.999,2.1099472
OZUDJOQVASWYJQ-YLKCYHHESA-N,3.118,3.1458027,3.118,3.1004906,3.118,3.0954385,3.118,3.1131713,3.118,3.0463383,3.118,3.0911956
PFCCLLIEDJTUEP-JDMSZQGBSA-N,1.439,2.7172678,1.439,2.7567487,1.439,2.604042,1.439,2.6020212,1.439,2.9441319,1.439,2.8739445
OLVBLTFGAOLUKS-MDFWFSSZSA-N,3.318,3.2448342,3.318,3.1212325,3.318,3.3460944,3.318,3.1646338,3.318,2.9198313,3.318,3.122376
KUZYXPLGMBGRNH-MIXUXINWSA-N,3.437,3.2598445,3.437,3.1395555,3.437,3.4377615,3.437,3.2282429,3.437,3.1994486,3.437,3.2557137
WXVOPBQFZVBKBA-BDQLZKRKSA-N,2.844,2.9243636,2.844,2.9743145,2.844,2.9398434,2.844,3.001971,2.844,2.9312243,2.844,2.8932447
KIHPFSHYUADKSX-NJNWQDHISA-N,2.238,2.4187284,2.238,2.0470436,2.238,2.3977752,2.238,2.191095,2.238,2.4926686,2.238,2.187486
LFFQIHSVLVJXRM-NLJQFXOZSA-N,3.293,3.2200654,3.293,3.1147952,3.293,3.2580588,3.293,3.1119316,3.293,3.151606,3.293,3.1026578
PUMAUUWCLCYKIM-FFOMMQMCSA-N,3.193,3.1306677,3.193,3.0857217,3.193,3.247776,3.193,3.0887191,3.193,2.9960208,3.193,2.9523478
LTVUYUPTCJVTAP-IAGJHGIESA-N,2.793,3.0366225,2.793,2.7470884,2.793,2.7854028,2.793,3.0093074,2.793,3.1661992,2.793,3.014563
ASDULMKGOZFZAV-DLNIZYDUSA-N,3.371,3.1387134,3.371,3.1271853,3.371,3.0592856,3.371,2.9518015,3.371,3.0658298,3.371,3.1003432
XHGJDNIFVVISQN-RRDBNTQTSA-N,3.106,3.2562895,3.106,3.0505767,3.106,3.1510055,3.106,3.129836,3.106,2.9915984,3.106,3.072987
RNOXEJVRQSKIBK-NMBWJQKBSA-N,3.087,3.0447059,3.087,3.0852125,3.087,3.1694105,3.087,3.0293581,3.087,2.8561637,3.087,2.9100616
NOMLWKWFUTWDGX-YVBSZZJTSA-N,3.082,3.1469543,3.082,3.2954457,3.082,3.2885725,3.082,3.1452994,3.082,3.1489193,3.082,3.1305294
NBYXPIUCMYYMIT-MFABNALLSA-N,2.146,2.1501884,2.146,2.0909674,2.146,2.1195657,2.146,1.7435641,2.146,2.321164,2.146,2.0234168
FQRMCSCQKHIHOW-XAZZYMPDSA-N,2.894,3.0017254,2.894,2.8926072,2.894,2.909721,2.894,2.899302,2.894,2.7693815,2.894,2.8863797
DJOVRVAUBNBLEG-SLSZCLEPSA-N,2.684,2.7287662,2.684,2.7824907,2.684,2.79369,2.684,2.729767,2.684,2.7100391,2.684,2.6828432
KGFCKZWSFHLFEO-QVTIEVCGSA-N,2.112,2.0295284,2.112,2.2003207,2.112,2.190409,2.112,2.1998794,2.112,2.036505,2.112,2.0762448
HSYOBEHDESBZDP-UHVKGMENSA-N,2.641,2.890863,2.641,2.8044229,2.641,2.7626774,2.641,2.77026,2.641,2.75802,2.641,2.753372
FAOZGCYJHUACBT-WGARJPEWSA-N,2.723,2.6026378,2.723,2.480246,2.723,2.520245,2.723,2.599477,2.723,2.8024273,2.723,2.6082385
TVULJQKVUMEQEN-PARMVODLSA-N,2.579,2.6736453,2.579,2.6666465,2.579,2.6872044,2.579,2.6641603,2.579,2.6848288,2.579,2.5321348
ICQKYQCSYGDSKP-POHGQRKGSA-N,2.243,2.1720004,2.243,2.20359,2.243,2.2038336,2.243,2.176167,2.243,2.1981432,2.243,2.0109878
NZVQJTFCSJQMKI-XENSJSHHSA-N,2.684,2.6145868,2.684,2.4990308,2.684,2.659407,2.684,2.7501101,2.684,2.7440617,2.684,2.659719
YQZZPDGPVBSDGM-IRNNBVAGSA-N,2.709,2.719882,2.709,2.9358141,2.709,2.589324,2.709,2.7891755,2.709,2.7956488,2.709,2.7673426
OHOKJXCUCTWZLE-PPMGJCEYSA-N,2.22,2.5909033,2.22,2.223016,2.22,2.0801294,2.22,2.2977138,2.22,2.2885218,2.22,2.5517688
XZKSZOUWVQRDDG-WFWAHQBUSA-N,2.646,2.7513688,2.646,2.6712182,2.646,2.7761664,2.646,2.7627454,2.646,2.8727806,2.646,2.7531865
BXTTUJSHQIPEIF-BIKKEBSBSA-N,2.298,1.9940331,2.298,2.1406534,2.298,2.0131602,2.298,1.9615065,2.298,2.1404858,2.298,2.1582034
VSEDCLGWFHTCLO-JGSPFVCXSA-N,1.975,1.8700852,1.975,1.6740917,1.975,1.70045,1.975,1.6931782,1.975,1.2763118,1.975,1.7888314
CYNPSGLWKCIPIK-HNYSXDTGSA-N,3.053,3.1552453,3.053,3.100446,3.053,3.107657,3.053,3.095825,3.053,2.936461,3.053,2.9765294
BEPNAKQFMQXYTD-WBIBEUCMSA-N,2.627,2.7396488,2.627,3.1096003,2.627,2.8507545,2.627,2.8370402,2.627,2.9591055,2.627,2.8643932
MRPUUIOJCQULDZ-VBWPQJJQSA-N,2.268,2.4774776,2.268,2.0426645,2.268,2.150601,2.268,2.425388,2.268,2.3656745,2.268,2.6892877
FESWGSFHAPZVQJ-BMPWDCPTSA-N,2.578,2.4058485,2.578,2.57653,2.578,2.326338,2.578,2.3881948,2.578,2.5140316,2.578,2.384958
DHEDDFJGEBHXNU-FTIWQQMTSA-N,2.589,2.732308,2.589,2.6242957,2.589,2.6014338,2.589,2.6048136,2.589,2.610799,2.589,2.6079574
YHCUYRAYLNUFIG-XGVSOQBDSA-N,3.496,3.386022,3.496,3.306619,3.496,3.4667249,3.496,3.318272,3.496,3.1771927,3.496,3.2381258
YPSGXEUQTCIWCY-NIIRUUJQSA-N,2.585,2.7200394,2.585,2.2359536,2.585,2.316088,2.585,2.3152292,2.585,2.721525,2.585,2.8578637
UPJAHLNXXLMLDC-FONZVJJCSA-N,2.357,2.6329367,2.357,2.3147,2.357,2.4513903,2.357,2.417261,2.357,2.5071929,2.357,2.5484445
WHAKDKGYMAKVKH-DEBNVXLLSA-N,2.597,3.0379925,2.597,2.9213338,2.597,2.5706415,2.597,2.9939165,2.597,2.8958156,2.597,2.9395518
VQGKSNPPUHHHTL-WHWYNIDOSA-N,2.971,3.1989825,2.971,3.0603478,2.971,3.0997355,2.971,2.9881155,2.971,2.9935648,2.971,2.715569
GJSLWSQQDROUPN-ABFUNPDOSA-N,2.896,2.8569267,2.896,2.8959649,2.896,2.8429756,2.896,2.9268372,2.896,2.7848098,2.896,2.7653465
OJFHMCYLUMGSRV-NIEDSSJESA-N,2.575,2.5855985,2.575,2.4940836,2.575,2.5712316,2.575,2.6632247,2.575,2.6487858,2.575,2.666247
MCEPXWWRPMCABQ-MWAVMZGNSA-N,1.707,2.05867,1.707,2.3756542,1.707,2.116963,1.707,2.1931586,1.707,2.1791549,1.707,2.3632703
IUTIEQPBOLAHPR-KWGOZOMDSA-N,2.65,2.4373066,2.65,2.5148351,2.65,2.406974,2.65,2.5515327,2.65,2.362376,2.65,2.4781094
NBPPEXVMZCRCND-YRRFWUHZSA-N,3.145,3.1072078,3.145,3.228195,3.145,3.312513,3.145,3.1611123,3.145,3.010197,3.145,2.8822649
MGQMQQROEPIIIP-NGUMLQLESA-N,2.353,2.4960463,2.353,2.3022861,2.353,2.3723342,2.353,2.464927,2.353,2.574074,2.353,2.4837487
XQQZMJJKJSKYTQ-ZFCOVQKASA-N,2.623,2.80994,2.623,2.792604,2.623,2.7766974,2.623,2.657438,2.623,2.6102552,2.623,2.8408997
FDUYYEKRFGFDCC-UKIVNFPFSA-N,2.453,2.447245,2.453,2.5229974,2.453,2.624844,2.453,2.5977924,2.453,2.5953462,2.453,2.550084
LYNUOCFKIKKCAB-XPXSRDGISA-N,2.658,2.7618477,2.658,2.4671998,2.658,2.6248496,2.658,2.6622086,2.658,2.7408757,2.658,2.7534437
XQCMPJIOYSUYSM-HFGNAYAMSA-N,3.431,3.5802624,3.431,3.6465766,3.431,3.2841952,3.431,3.1505287,3.431,3.2868893,3.431,3.1909077
UJNPZCJBRXDLFI-WMQZSVIDSA-N,3.044,3.1221194,3.044,2.9989614,3.044,2.9083881,3.044,3.0583134,3.044,3.047648,3.044,3.0865707
MTTZVZJEFRIDCI-QBXYCMTPSA-N,2.844,2.8650618,2.844,2.9878001,2.844,2.8845823,2.844,2.8359575,2.844,2.879238,2.844,2.7651587
LYZIOSAAMPMGPM-BOABNOFISA-N,2.162,2.2171237,2.162,2.3462787,2.162,2.2620404,2.162,2.1487603,2.162,2.410491,2.162,2.277768
SJUJXEWLLZCNIY-RIDPHKLGSA-N,3.007,2.9148233,3.007,2.8787,3.007,3.0245953,3.007,2.9428926,3.007,2.8770323,3.007,2.6966724
IIUNLSDOWAFWMW-VWDPFFEDSA-N,3.041,3.0346901,3.041,2.9310045,3.041,2.9566698,3.041,2.9891288,3.041,2.781798,3.041,2.9081793
QXWPWDNTFWMMNG-OAZBTLTBSA-N,2.561,2.5639632,2.561,2.5542624,2.561,2.4940677,2.561,2.483097,2.561,2.6347883,2.561,2.574527
FGSBCIFHLLDXNW-WVKHYPTHSA-N,2.755,2.7172997,2.755,2.792481,2.755,2.8080652,2.755,2.7300096,2.755,2.605099,2.755,2.6727514
CGWJFNTVPWBKST-ZBIWZBSJSA-N,3.04,3.26346,3.04,3.18607,3.04,3.3221374,3.04,3.1981254,3.04,3.196385,3.04,3.1864092
OWNXEJCJDAXDCQ-BNMAZKPCSA-N,2.648,2.6766145,2.648,2.8895953,2.648,2.606434,2.648,2.686948,2.648,2.906779,2.648,2.9437544
DDUMWJFFOZRAQJ-WZZNFOSASA-N,3.044,3.2408879,3.044,3.1656053,3.044,3.1395674,3.044,3.0779586,3.044,3.0203125,3.044,3.068466
YRJRBQGYCRFHGW-UPXKRMLISA-N,2.977,2.9212494,2.977,2.9312894,2.977,2.9593754,2.977,2.901023,2.977,2.7954636,2.977,2.8322163
FAHIQUNJFUXYFL-GZEKAAEYSA-N,3.097,3.0788422,3.097,3.089369,3.097,3.118189,3.097,3.0370805,3.097,2.9154284,3.097,3.1006126
SXYJJTCVOLVQGX-QOSQFQCFSA-N,2.331,2.3632526,2.331,2.08464,2.331,2.3106363,2.331,2.402055,2.331,2.354272,2.331,2.1727831
GMDLIBIYCHSQNK-RPHGGDOWSA-N,2.809,2.6782684,2.809,2.8769622,2.809,2.8759656,2.809,2.745371,2.809,2.809019,2.809,2.850382
QEXHRIKFMCVGGQ-QQMJPZKZSA-N,3.289,3.2286162,3.289,3.035737,3.289,3.0863466,3.289,3.0453444,3.289,3.116038,3.289,3.005085
ZWXOZOJRIVYKSM-QMRORBIVSA-N,2.633,2.7541347,2.633,2.9174383,2.633,2.6271477,2.633,2.7082465,2.633,2.9823163,2.633,2.958653
UCCDAWMAVQFTAX-RNSSNKGASA-N,2.127,1.6116984,2.127,1.6317434,2.127,1.6873341,2.127,1.7787249,2.127,1.7413446,2.127,1.6524272
UQTFOXYCMUTOKG-NLUZUABJSA-N,2.577,2.7044845,2.577,2.7773929,2.577,2.632128,2.577,2.6065295,2.577,2.605065,2.577,2.5879402
YLFPKOPINRAIMP-GLXAOURFSA-N,2.428,2.4719422,2.428,2.499306,2.428,2.4318383,2.428,2.5196915,2.428,2.554272,2.428,2.4128947
SWIHWRNAKLDCOR-OHSLDDHESA-N,2.801,2.769256,2.801,2.9313314,2.801,2.9336195,2.801,2.9292858,2.801,2.9356563,2.801,2.8396218
NOLYKLDZRMQZEO-PCTKPFKQSA-N,2.133,1.9770403,2.133,1.9236819,2.133,2.0989695,2.133,2.1089752,2.133,2.0708237,2.133,1.8697551
RXMHUQSCOBMXMR-BFYBUGOISA-N,2.812,3.153552,2.812,3.0176172,2.812,2.9751918,2.812,2.8681748,2.812,2.9282002,2.812,2.8676457
AHCUGBVOCAHDAM-SBTPNTHMSA-N,2.196,2.193303,2.196,2.0395727,2.196,1.9789094,2.196,2.1716084,2.196,2.3819358,2.196,2.24668
XWWFBGYYFBABHL-MQKBBKFTSA-N,2.608,2.8611264,2.608,2.7768137,2.608,2.788331,2.608,2.746662,2.608,2.688355,2.608,2.87639
WPWNOUJQJYXLNI-PSMMYNKOSA-N,3.055,2.8040254,3.055,3.0231857,3.055,2.7200146,3.055,2.7962635,3.055,3.2004852,3.055,2.8856888
DYSAYLQECPRCSW-JOBCNZMCSA-N,2.566,2.6352303,2.566,2.7922223,2.566,2.6957455,2.566,2.7748885,2.566,2.6994693,2.566,2.585015
KXFXVNSVKXTSNW-BMPWDCPTSA-N,2.679,2.8921463,2.679,2.9490106,2.679,2.8148525,2.679,2.8136735,2.679,2.775092,2.679,2.7693784
WUZRBWOMZLPYJK-FPWVPGCSSA-N,2.946,2.949899,2.946,3.0278585,2.946,3.017303,2.946,2.9666116,2.946,2.9704359,2.946,2.936674
XAMWFCRXOCZDGA-YHAIQAQFSA-N,2.761,2.8921587,2.761,2.8471048,2.761,2.800002,2.761,2.8578868,2.761,3.0328755,2.761,2.8563387
OHIKGBXDXMFCEQ-RMUQHDODSA-N,2.842,2.9336429,2.842,2.586453,2.842,2.7530258,2.842,2.9533203,2.842,2.9076395,2.842,2.7293322
PXBOPUMHIARSGV-QTTBUKSFSA-N,2.417,2.0000935,2.417,1.8479943,2.417,2.191021,2.417,1.957969,2.417,2.015858,2.417,2.2008297
ROHQMXBBUDJPKF-ULXPUVHCSA-N,2.693,2.5825772,2.693,2.62046,2.693,2.7195,2.693,2.3903856,2.693,2.5772853,2.693,2.6517472
OXXDDIHKBRDGEI-MIQBNYBVSA-N,2.476,2.4174545,2.476,2.2951953,2.476,2.3389502,2.476,2.3077016,2.476,2.3320575,2.476,2.6456487
VHZCOBOBPUTUQU-DCWBPYMQSA-N,2.815,2.8848772,2.815,2.7618551,2.815,2.8129117,2.815,2.7920108,2.815,2.8243008,2.815,2.8984609
RVSLBJAWIUQKNU-KCSSXMTESA-N,2.665,2.7109108,2.665,2.6919699,2.665,2.6989949,2.665,2.6864986,2.665,2.6794865,2.665,2.736156
JZUCGTWITIGKNP-ROFWENMTSA-N,2.7,2.682524,2.7,2.79864,2.7,2.637363,2.7,2.644661,2.7,2.761387,2.7,2.7081828
KYTHBMUNSCPVJB-ZJPIGYMHSA-N,2.017,2.133598,2.017,2.5187664,2.017,2.1916337,2.017,2.2228415,2.017,2.298439,2.017,2.3382685
SAYFFAIJCYJPDV-PJYNGAJZSA-N,3.069,3.0613604,3.069,3.136211,3.069,2.9988434,3.069,3.1174178,3.069,3.0242727,3.069,2.9800706
OJKNKPOLAYWIDF-OHUYPAJKSA-N,3.069,3.0212142,3.069,2.9737678,3.069,2.9880939,3.069,3.0673592,3.069,2.8319628,3.069,2.9332302
AXTXCXDKCSXXEA-GTHQUBRQSA-N,3.056,3.048978,3.056,2.9281087,3.056,2.8364432,3.056,2.9781315,3.056,2.8718927,3.056,2.8812835
VFMCSTYVECAFDP-CXVMZADYSA-N,3.283,3.0928047,3.283,3.1697,3.283,3.326483,3.283,3.1682806,3.283,3.215535,3.283,2.9720407
LNACAGVBEXHTGU-JELIUFTJSA-N,2.77,2.85947,2.77,2.8903213,2.77,2.7747447,2.77,2.7713041,2.77,2.7196708,2.77,2.7295945
JJHUFQUAZBZTFV-WRHPSPHBSA-N,2.797,2.9121432,2.797,2.917599,2.797,2.803632,2.797,2.8516068,2.797,2.780742,2.797,2.6862907
KTHSGZJVTQNWMB-BJJUFRAWSA-N,2.281,2.2394738,2.281,2.530896,2.281,2.35671,2.281,2.5098772,2.281,2.6599438,2.281,2.6875937
YWXDMRZYDNAXTJ-NROCNNEJSA-N,2.366,2.1590455,2.366,2.2550411,2.366,2.2822778,2.366,2.261788,2.366,2.5431333,2.366,2.5511293
DIRFSEKBRDTVNA-ZWTIOFKRSA-N,2.258,1.8692911,2.258,2.2453563,2.258,2.1302161,2.258,2.139808,2.258,2.087256,2.258,2.0583057
TYEWVFMCMFVGCL-DRZKWVNDSA-N,2.146,2.0360003,2.146,2.0954556,2.146,2.2384536,2.146,2.1921527,2.146,2.135945,2.146,2.097881
HOQAXYBZWRKPNI-RMCBMONJSA-N,2.612,2.75859,2.612,2.657753,2.612,2.684877,2.612,2.705589,2.612,2.7727258,2.612,2.6933384
JPEUUQULMZZINL-WKIKZPBSSA-N,3.068,3.0953634,3.068,3.0604637,3.068,3.1568987,3.068,3.1796706,3.068,3.0694175,3.068,3.0812075
LHBDGOVIJOBKTN-JJKQSNDFSA-N,3.116,3.047247,3.116,3.012737,3.116,3.0238512,3.116,3.0107024,3.116,3.0380685,3.116,2.970969
AIEQYXORBZZSHM-FIBXFRIOSA-N,2.646,2.6929603,2.646,2.760723,2.646,2.5704043,2.646,2.6108487,2.646,2.7553926,2.646,2.8149683
UQUCPUOTEXWDMG-VXZYXRAGSA-N,2.106,2.0934777,2.106,2.242884,2.106,1.8971058,2.106,2.1999063,2.106,2.2420874,2.106,2.2784398
QHGDAYHJKHBMPK-LEXORQHVSA-N,2.813,2.927568,2.813,2.960043,2.813,3.0344698,2.813,2.889104,2.813,2.9143677,2.813,2.961985
BDIDYHQAVWRNHB-CHVBVBDWSA-N,2.796,2.7807171,2.796,2.7967012,2.796,2.8913112,2.796,2.773767,2.796,2.7558467,2.796,2.6866825
XDMJRCSRNPCETF-QPIINADWSA-N,2.905,2.7570775,2.905,2.831694,2.905,2.852548,2.905,2.7378664,2.905,2.8804421,2.905,2.8452206
MZIITYMZORNLPE-XISFGYTLSA-N,2.891,2.8000634,2.891,2.9314852,2.891,2.945365,2.891,3.0273654,2.891,2.8096745,2.891,2.7842562
ORKQNCVOVKCVJW-NKCFAPMDSA-N,2.822,2.718855,2.822,2.8551433,2.822,2.8724709,2.822,2.8550098,2.822,2.8013916,2.822,2.7561646
XWPAATNPWGYMAA-DTGZVXOBSA-N,3.031,3.0856786,3.031,3.0425296,3.031,2.9708283,3.031,2.8369403,3.031,2.9569187,3.031,3.0425832
HGUMXLPHQPOXAX-ZMRXPPDCSA-N,2.547,2.4007974,2.547,2.4939911,2.547,2.3532276,2.547,2.3111198,2.547,2.4159696,2.547,2.562328
ZNPXKVPSOOVSDM-SWNUGMEGSA-N,2.662,2.824949,2.662,2.718828,2.662,2.6205573,2.662,2.6703258,2.662,2.3547583,2.662,2.6529276
POZCSTZGDHOKJJ-XCUVAWFXSA-N,3.138,3.114237,3.138,3.2156026,3.138,3.1767542,3.138,3.1159506,3.138,3.1027274,3.138,3.1841736
DSOOEFBMJJAWHF-WCMJOSRZSA-N,3.092,3.0140421,3.092,3.035926,3.092,3.0937047,3.092,2.998969,3.092,3.0134945,3.092,3.048761
FXNLQHFHRJGZAR-RUMWWMSVSA-N,2.748,2.7435656,2.748,2.6814485,2.748,2.7286718,2.748,2.70336,2.748,2.3621259,2.748,2.6594622
LKWZMCPREHYVSB-PBEOLHQGSA-N,2.835,2.8275733,2.835,2.96921,2.835,3.0135064,2.835,2.917235,2.835,2.955898,2.835,2.8533082
COPBXUKTLNFNMH-DLKLJRLOSA-N,2.907,2.9389725,2.907,2.947147,2.907,3.00343,2.907,2.9394016,2.907,2.8490884,2.907,2.7750278
OLQFBCKDLFZPPY-QITQHRJPSA-N,2.331,2.4532168,2.331,2.488749,2.331,2.3852384,2.331,2.4733446,2.331,2.4405725,2.331,2.571933
RYQWXCAWXYZPHB-UMTBHFSCSA-N,2.106,2.0668411,2.106,2.003128,2.106,2.2063794,2.106,2.0175328,2.106,1.9463558,2.106,1.9604735
OALSTKWTYLYLCC-AGXZMOMZSA-N,2.704,2.757124,2.704,2.7213564,2.704,2.8216538,2.704,2.8011389,2.704,2.7075675,2.704,2.6624367
LCEOMVKCEFLIJH-KNWCTGFUSA-N,2.245,1.5614612,2.245,1.734818,2.245,2.052074,2.245,1.99364,2.245,1.7160208,2.245,1.6395168
XTGFOBTVVISWDJ-BSMYTGHHSA-N,3.025,2.9917834,3.025,3.0777311,3.025,3.272051,3.025,3.0493863,3.025,3.004115,3.025,2.936079
RCOQJVYJQRIOGH-DTASFGGXSA-N,2.434,2.5061293,2.434,2.5604825,2.434,2.3641899,2.434,2.3540213,2.434,2.5424278,2.434,2.5196066
QUGTTYNBIWDHGI-LLFTUHTRSA-N,2.992,3.0261526,2.992,3.1877205,2.992,3.1574085,2.992,2.9984245,2.992,3.1136203,2.992,2.9701223
XXKGYLWYLOKYLJ-RLLLZWGVSA-N,2.919,3.1438327,2.919,3.0100813,2.919,3.2691514,2.919,3.1351058,2.919,2.9417999,2.919,3.094039
JYIRBPGAWXQUAZ-WNVHFFMSSA-N,3.125,3.0521965,3.125,3.0451224,3.125,3.1411428,3.125,2.9817166,3.125,3.0886314,3.125,3.0821962
SGHZMYZGXRRYRW-ZRARCMSGSA-N,2.744,2.6345525,2.744,2.7400935,2.744,2.8625875,2.744,2.697032,2.744,2.6720922,2.744,2.7929494
ZUTMXKXFOHXHIL-DAJAWFPHSA-N,3.011,2.8601809,3.011,2.9692025,3.011,2.9497542,3.011,2.9823618,3.011,2.858296,3.011,2.9428024
HYCLAQQNWOXMOO-CLDJSVHUSA-N,3.083,3.0645857,3.083,3.0477915,3.083,3.1044426,3.083,3.0315368,3.083,3.004148,3.083,3.0851598
VLVVQDZJUJXWOX-GYSYUZBBSA-N,2.684,2.755836,2.684,2.6258082,2.684,2.7645934,2.684,2.793385,2.684,2.7216065,2.684,2.5655828
OGOPOQXJINRHGP-YBCCIGLLSA-N,2.781,3.0105174,2.781,2.9062333,2.781,2.9117978,2.781,2.987656,2.781,2.785048,2.781,2.883696
HPFVURFCYQOHHK-GTHQUBRQSA-N,2.925,2.9361424,2.925,3.030799,2.925,2.98165,2.925,2.9830618,2.925,2.8379133,2.925,2.8437848
XCHHYXFYCRQOEV-GTHQUBRQSA-N,2.752,2.7195103,2.752,2.6889753,2.752,2.583531,2.752,2.6218033,2.752,2.5899897,2.752,2.561625
QNZFPGWTIKBHKN-ROKRGEHNSA-N,2.941,3.2559764,2.941,3.2072358,2.941,3.0828445,2.941,3.0394924,2.941,3.0292683,2.941,3.1061594
KCLHRYSCPYTOIY-LFBRBUCASA-N,2.751,3.1866384,2.751,2.86032,2.751,2.9028432,2.751,2.9259276,2.751,2.9453044,2.751,2.9680653
NFTSPSBZMFPINT-MTKFGGACSA-N,2.767,3.0778575,2.767,3.195837,2.767,3.039096,2.767,3.0349488,2.767,3.0609856,2.767,3.094851
VVENCBBZNXAUDC-FONZVJJCSA-N,2.674,2.476231,2.674,2.5188212,2.674,2.6764235,2.674,2.6387777,2.674,2.50341,2.674,2.495351
CAYRWGWDYWPFPV-UUSDDZCZSA-N,2.156,2.1104813,2.156,2.2507439,2.156,2.1049268,2.156,2.0851846,2.156,2.2144067,2.156,2.26711
CPGLCGHSVWDJEQ-DUPFAQGUSA-N,2.751,2.8275232,2.751,2.6468892,2.751,2.7232046,2.751,2.5787823,2.751,2.747034,2.751,2.6514814
VQCHPFWGOHKNAZ-WYFABWFGSA-N,3.342,3.2624702,3.342,3.1481538,3.342,3.2358246,3.342,3.2237468,3.342,2.9362135,3.342,3.14638
XJXZPNHLAJWJRW-QEQQSIKZSA-N,2.943,2.9149911,2.943,3.0208647,2.943,2.9223142,2.943,2.9925575,2.943,2.851074,2.943,2.8627982
NKXJEGHDIUQMAD-JJHRWBALSA-N,2.89,3.1105838,2.89,2.9622371,2.89,3.0005498,2.89,2.9203508,2.89,2.9411907,2.89,2.7333114
CEHBRLPSUGDQHZ-ZYWSVCCJSA-N,2.42,2.200983,2.42,2.232498,2.42,2.1780462,2.42,2.1876664,2.42,2.2648525,2.42,2.1253133
SDXNWKWOAWTHQQ-CBRJURKLSA-N,3.141,3.2012715,3.141,3.1234837,3.141,3.1581974,3.141,3.1165822,3.141,3.0736287,3.141,3.0015264
LHZHAPXGXSKNJA-RIDPHKLGSA-N,2.844,2.88239,2.844,2.8743317,2.844,2.8757236,2.844,2.9875476,2.844,3.0087242,2.844,2.9552417
URRWOJCOHQRYED-IBBHUPRXSA-N,3.101,3.1006489,3.101,3.0900722,3.101,2.8979685,3.101,2.9531398,3.101,3.109101,3.101,3.209999
LBAUIZFSQDGIDB-VTPBRHQHSA-N,3.159,3.1338594,3.159,3.0925286,3.159,3.145477,3.159,3.101427,3.159,2.9149504,3.159,2.808664
HWQQGYDECULVNC-GXBUFBABSA-N,2.605,2.9376824,2.605,2.735572,2.605,2.2941532,2.605,2.7623634,2.605,2.9435942,2.605,2.8632076
QINZVOLQLCTJCP-ODQASSKESA-N,2.67,2.6448855,2.67,2.6234233,2.67,2.8284836,2.67,2.6292832,2.67,2.7238436,2.67,2.58571
BPQJKXPWJGRXSK-ODANTJBXSA-N,2.873,2.6865008,2.873,2.8332202,2.873,3.0351303,2.873,2.8190985,2.873,2.8989215,2.873,2.8003414
UUDKNYMXIDWQJG-KXYJPHMPSA-N,3.058,3.0895164,3.058,3.123655,3.058,3.1468363,3.058,3.0084999,3.058,3.046739,3.058,3.0277433
ZVGWNWKOADVKCF-YLJBBNASSA-N,2.311,2.1495059,2.311,2.3013847,2.311,2.162892,2.311,2.353281,2.311,2.4195852,2.311,2.2464225
BQKUPEJIXILJSI-JWQIEJMFSA-N,3.095,3.1300848,3.095,2.933439,3.095,3.0783901,3.095,3.0450232,3.095,3.017851,3.095,3.1387243
CEQAPBLJZWZXFF-ZJPIGYMHSA-N,2.858,2.9506145,2.858,3.0434542,2.858,3.0805748,2.858,2.961344,2.858,2.8844938,2.858,2.797118
ZTGWRBIPGGANHE-ZQEMPLQTSA-N,2.738,2.9355881,2.738,2.9124548,2.738,3.0036356,2.738,2.941902,2.738,2.8311858,2.738,2.8818786
LABWDWQMJBCLAC-UODXMUSUSA-N,3.047,3.098372,3.047,3.0525436,3.047,3.1245716,3.047,3.1256483,3.047,3.0634181,3.047,2.8690238
VFIDPKNTHWYXNT-IGDVSTMMSA-N,2.822,2.7659428,2.822,2.7284598,2.822,2.8791106,2.822,2.8279665,2.822,2.7173061,2.822,2.780144
TYLCPFJNSGXSPD-FKNUQGHBSA-N,2.459,2.8331988,2.459,2.493717,2.459,2.391387,2.459,2.4628563,2.459,2.7035594,2.459,2.8570826
JYGCZYRGOHNJMG-GQWFFFTNSA-N,3.142,3.0059428,3.142,2.9634972,3.142,3.0358372,3.142,2.9587064,3.142,2.92636,3.142,2.85638
LLRHLGBNRWEIRH-QZSLGPDDSA-N,2.435,2.620413,2.435,2.5218132,2.435,2.5439262,2.435,2.5435717,2.435,2.6530178,2.435,2.7400138
