,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
HJVYVVGJNIOLTK-UHFFFAOYSA-N,2.912,2.827024,2.912,2.8171291,2.912,2.817777,2.912,2.79701,2.912,2.8222747,2.912,2.9293075
WUOIUHHJRMJRGX-UHFFFAOYSA-N,2.764,2.8228786,2.764,2.8175976,2.764,2.814484,2.764,2.7969856,2.764,2.8257132,2.764,2.8718908
ONJZZUIJPUJWII-GSKRONHLSA-N,3.074,2.8209043,3.074,2.8133783,3.074,2.8155231,3.074,2.7969897,3.074,2.8218987,3.074,2.9138653
VJUXGZRMNBZVBK-MRRADQBWSA-N,2.884,2.823474,2.884,2.8168712,2.884,2.81619,2.884,2.7969875,2.884,2.824165,2.884,3.0085561
VSXJTSXWNQJDIV-UHFFFAOYSA-N,2.775,2.8231826,2.775,2.815934,2.775,2.8131602,2.775,2.7970123,2.775,2.8306432,2.775,2.776914
VTQSBHJPQCBZKT-UHFFFAOYSA-N,2.812,2.8247967,2.812,2.8181696,2.812,2.815171,2.812,2.7970285,2.812,2.8241699,2.812,2.994211
RWQFLSKKTSLXIC-HTVDVWKISA-N,2.258,2.838295,2.258,2.8227987,2.258,2.815803,2.258,2.79702,2.258,2.8241947,2.258,2.8369277
KDNLXLYQYHSEIT-UHFFFAOYSA-N,2.117,2.8155148,2.117,2.815689,2.117,2.812881,2.117,2.7970243,2.117,2.8248248,2.117,2.7840495
SJPSWGGVCDULLS-UHFFFAOYSA-N,2.279,2.8241885,2.279,2.8151197,2.279,2.8156404,2.279,2.7970226,2.279,2.8239894,2.279,2.8789017
KMIFUINGZFRERQ-UHFFFAOYSA-N,2.904,2.8290594,2.904,2.814493,2.904,2.8172414,2.904,2.796998,2.904,2.8251219,2.904,3.141253
NQZDPNIOPFKRIX-UHFFFAOYSA-N,2.755,2.822179,2.755,2.8194022,2.755,2.8128636,2.755,2.7970262,2.755,2.8319414,2.755,2.8533554
MBOHILPHNCNEDP-UMTBHFSCSA-N,2.283,2.825478,2.283,2.814687,2.283,2.8164878,2.283,2.7969995,2.283,2.823971,2.283,2.783985
UWAAZBBZGFKYHB-UHFFFAOYSA-N,3.295,2.8229203,3.295,2.814592,3.295,2.813709,3.295,2.797007,3.295,2.8248093,3.295,2.7658427
WIGUDFLLAJSKQS-UHFFFAOYSA-N,2.834,2.8265538,2.834,2.8145778,2.834,2.816793,2.834,2.7969902,2.834,2.8244867,2.834,2.8323023
TYDHDLGDHHTPAP-UHFFFAOYSA-N,2.501,2.8253129,2.501,2.8155818,2.501,2.8163474,2.501,2.7970376,2.501,2.829271,2.501,2.8981972
LJPVPNMGQDONPL-YHCFINJFSA-N,2.89,2.8250587,2.89,2.8179703,2.89,2.8160784,2.89,2.79703,2.89,2.818415,2.89,2.8404248
XLPIYZDDYPPSEG-UHFFFAOYSA-N,2.847,2.8283634,2.847,2.813968,2.847,2.8170614,2.847,2.7969904,2.847,2.8234303,2.847,2.8499525
DQWUYSAGZUBNCO-BXVAPQLOSA-N,2.411,2.8156235,2.411,2.8148782,2.411,2.8131251,2.411,2.7970128,2.411,2.8193061,2.411,2.7792864
JYCWVRKHWYSDDD-GRUGOHQCSA-N,2.93,2.8220859,2.93,2.8172755,2.93,2.8161218,2.93,2.796995,2.93,2.8220487,2.93,2.975689
WHDUKUFWTZTVKX-UHFFFAOYSA-N,2.322,2.8219807,2.322,2.8164198,2.322,2.8167028,2.322,2.7970312,2.322,2.8255248,2.322,2.855435
FPUKZUCDSATRPS-UHFFFAOYSA-N,2.683,2.827012,2.683,2.8150578,2.683,2.8155406,2.683,2.7970188,2.683,2.8277366,2.683,2.8022068
JHZQMOIMUGPVHN-UHFFFAOYSA-N,3.915,2.82389,3.915,2.8172276,3.915,2.8142066,3.915,2.7970474,3.915,2.8263361,3.915,2.9515882
PLLOJSFMGBPOBT-DOXITXEPSA-N,2.365,2.8292687,2.365,2.8179743,2.365,2.817489,2.365,2.7970243,2.365,2.8197792,2.365,2.9541633
FQIJAOLDVQTRBW-UHFFFAOYSA-N,2.761,2.828784,2.761,2.8133583,2.761,2.8173947,2.761,2.797008,2.761,2.8233151,2.761,2.862234
OYGFLPUTAJACSZ-UHFFFAOYSA-N,2.62,2.8288853,2.62,2.8171375,2.62,2.8172615,2.62,2.7970123,2.62,2.8235412,2.62,3.207545
YXLKSJCISYFMIL-UHFFFAOYSA-N,3.301,2.8297198,3.301,2.8196976,3.301,2.8147888,3.301,2.7968447,3.301,2.826578,3.301,2.9537513
GOHKCCXTABCNOH-UHFFFAOYSA-N,2.66,2.8150582,2.66,2.8151364,2.66,2.8129866,2.66,2.7970207,2.66,2.826185,2.66,2.7913656
RXQMFAMSMWGPQP-GTYSUSSSSA-N,2.979,2.8256254,2.979,2.8166072,2.979,2.8174338,2.979,2.796992,2.979,2.8440871,2.979,2.929632
SGXDNMUNVRQWSQ-AUWDLMFMSA-N,3.35,2.8263628,3.35,2.818552,3.35,2.8172503,3.35,2.7970128,3.35,2.823604,3.35,2.90751
UHDJYNLUKNCRMN-OSGURRSGSA-N,3.035,2.8296804,3.035,2.8151662,3.035,2.8182468,3.035,2.7969973,3.035,2.8241923,3.035,3.0114462
WERATPMDJAGEGN-RIKIPNEESA-N,3.039,2.829116,3.039,2.8158326,3.039,2.8161256,3.039,2.797009,3.039,2.826046,3.039,3.338398
ZDLAXHBBMAYRFT-UHFFFAOYSA-N,2.775,2.8274074,2.775,2.8164916,2.775,2.8149316,2.775,2.7970285,2.775,2.8216152,2.775,2.9061122
UTNSESQPVRFQLL-KOANVPBHSA-N,2.336,2.8242354,2.336,2.8205001,2.336,2.8169801,2.336,2.7970095,2.336,2.8193872,2.336,2.9031932
IEUKBWDCSYBZMR-UHFFFAOYSA-N,2.714,2.8302414,2.714,2.813335,2.714,2.8184733,2.714,2.796997,2.714,2.825305,2.714,2.814612
DIHNTZDPISYJSV-UHFFFAOYSA-N,2.737,2.825316,2.737,2.816277,2.737,2.8158557,2.737,2.7969973,2.737,2.8235397,2.737,2.782134
DUBJAOFFBVLXNY-UHFFFAOYSA-N,3.259,2.8232481,3.259,2.822359,3.259,2.8141162,3.259,2.7970045,3.259,2.8258278,3.259,2.8521829
LXMKBPRWDYQBCA-UHFFFAOYSA-N,2.795,2.8175702,2.795,2.8204596,2.795,2.8123815,2.795,2.7970326,2.795,2.8244355,2.795,2.7940936
YAFCCDPOPKBXCE-WYMKRNKVSA-N,2.706,2.8133464,2.706,2.8162036,2.706,2.8145974,2.706,2.796998,2.706,2.8177247,2.706,2.7927961
HICAITYGBOJFKJ-UHFFFAOYSA-N,2.667,2.829326,2.667,2.8158536,2.667,2.8171575,2.667,2.7970119,2.667,2.8255417,2.667,2.8851054
AGIRLKULPULFKC-IXIYJTNYSA-N,2.091,2.8188922,2.091,2.8181975,2.091,2.814921,2.091,2.796977,2.091,2.8273885,2.091,2.8102539
PAXREVRDBZQKOT-UHFFFAOYSA-N,2.345,2.8248823,2.345,2.8219442,2.345,2.8132524,2.345,2.7969878,2.345,2.8321943,2.345,2.828366
BNWXQPXWFOHJGW-UGHALTJFSA-N,2.295,2.8258224,2.295,2.8193982,2.295,2.8165712,2.295,2.7970219,2.295,2.8232577,2.295,3.0642612
OYXYNCFMTORQFS-UHFFFAOYSA-N,2.649,2.8299448,2.649,2.8012307,2.649,2.8179398,2.649,2.7970037,2.649,2.8261242,2.649,2.8020005
KQWNGSCFUCWMMS-UHFFFAOYSA-N,2.824,2.825516,2.824,2.8178458,2.824,2.8151875,2.824,2.79703,2.824,2.8258634,2.824,2.7746358
ZLHPEOKZHWUPJB-CEOZETRISA-N,2.058,2.8284276,2.058,2.8145485,2.058,2.8179374,2.058,2.7970011,2.058,2.8250508,2.058,3.269733
KAWCWPWAGQEHNE-SAEPALGJSA-N,3.015,2.829705,3.015,2.815132,3.015,2.8174224,3.015,2.7968066,3.015,2.825953,3.015,2.8443332
GEFZPLJZXWVGRV-UHFFFAOYSA-N,2.659,2.820024,2.659,2.819749,2.659,2.813196,2.659,2.7970054,2.659,2.823779,2.659,2.8274286
PUALGMHIAXNKGM-UHFFFAOYSA-N,2.624,2.8238647,2.624,2.799186,2.624,2.8160663,2.624,2.7969766,2.624,2.826729,2.624,2.9372635
XOVMPZJMZACVEU-UNOJHECGSA-N,2.406,2.829462,2.406,2.8169286,2.406,2.8164191,2.406,2.7969923,2.406,2.826003,2.406,2.8788097
RZGJDGHEIOQURE-UHFFFAOYSA-N,3.078,2.8295388,3.078,2.8134742,3.078,2.8176208,3.078,2.796978,3.078,2.8256474,3.078,2.8045797
ONTATAZLTQGDBS-UHFFFAOYSA-N,3.119,2.8263817,3.119,2.816153,3.119,2.81493,3.119,2.7969863,3.119,2.8268728,3.119,2.7619488
MZKLGDHOXOUJSH-HNOYHUDDSA-N,2.895,2.8298762,2.895,2.8149586,2.895,2.8182998,2.895,2.797005,2.895,2.8234384,2.895,2.8296223
SSNXKYFUEPWORW-UHFFFAOYSA-N,3.067,2.821897,3.067,2.8151486,3.067,2.8173492,3.067,2.7970066,3.067,2.8232298,3.067,2.7991242
GZCMYUFRDPRROJ-IBRYAZTGSA-N,3.08,2.82325,3.08,2.8140066,3.08,2.8182423,3.08,2.7969956,3.08,2.8222508,3.08,2.8526769
IUEIPBMQDLSBJT-UHFFFAOYSA-N,2.577,2.8300352,2.577,2.815251,2.577,2.8180676,2.577,2.7969818,2.577,2.8246324,2.577,2.8144343
RYSIECSTELDACG-UHFFFAOYSA-N,2.999,2.8207178,2.999,2.8170068,2.999,2.816336,2.999,2.7970085,2.999,2.8212273,2.999,2.8497436
FITACNSAOXWGRR-HMLDNMNSSA-N,2.74,2.8253813,2.74,2.8175101,2.74,2.8160653,2.74,2.7970145,2.74,2.8233104,2.74,2.978367
DFEYXNXAFBJZGJ-UHFFFAOYSA-N,2.694,2.8312225,2.694,2.8158734,2.694,2.8159409,2.694,2.7970455,2.694,2.8236103,2.694,2.9148865
HZVWBPUWKRMDNZ-MMNOQXOMSA-N,2.957,2.8295157,2.957,2.8160477,2.957,2.818266,2.957,2.7970042,2.957,2.824553,2.957,2.8998141
KMPVNIGPIRLQEO-UHFFFAOYSA-N,3.182,2.8188016,3.182,2.8021457,3.182,2.8161483,3.182,2.7969997,3.182,2.8231447,3.182,2.8605266
MDQGWKSILUZYFX-UHFFFAOYSA-N,2.593,2.8290133,2.593,2.8137946,2.593,2.8171625,2.593,2.7970037,2.593,2.826298,2.593,2.814908
NHJUBYOGFGGXCA-UHFFFAOYSA-N,2.661,2.829661,2.661,2.8239844,2.661,2.8141994,2.661,2.7970335,2.661,2.8313725,2.661,3.010458
FSRMIDWETKFVBC-ZRARCMSGSA-N,2.456,2.8278964,2.456,2.8177335,2.456,2.8157477,2.456,2.7970214,2.456,2.826675,2.456,2.96195
XVDZFHFRHJCBOS-CEOZETRISA-N,2.705,2.8297012,2.705,2.8157864,2.705,2.8176048,2.705,2.7970018,2.705,2.8252397,2.705,3.1109045
INFQPVJASUHZPV-UBPYOYDDSA-N,3.183,2.8268645,3.183,2.8191566,3.183,2.8161578,3.183,2.797006,3.183,2.8280482,3.183,2.9092684
QEGMTMNPNMAFIB-MSVOOQQFSA-N,2.732,2.828058,2.732,2.816617,2.732,2.8158169,2.732,2.7970083,2.732,2.827858,2.732,3.1318157
NOUFVKSTWKCVES-UHFFFAOYSA-N,2.698,2.8172345,2.698,2.8161411,2.698,2.813668,2.698,2.7969666,2.698,2.8297992,2.698,2.8171566
BDCBYSGDIQOHQC-UHFFFAOYSA-N,2.656,2.8197637,2.656,2.8204255,2.656,2.8126016,2.656,2.797009,2.656,2.8268502,2.656,2.8190885
MKBBONBNNJAAKL-XFEUYYMJSA-N,3.189,2.8239665,3.189,2.8155603,3.189,2.8174891,3.189,2.7970195,3.189,2.8195744,3.189,2.8374422
WIYFFEILYPWLGA-MUAVGMLYSA-N,2.588,2.8247352,2.588,2.8191664,2.588,2.817086,2.588,2.796971,2.588,2.825371,2.588,2.7694998
JZGYGENBPXKNOL-RRJKHYGRSA-N,2.561,2.8222666,2.561,2.7985258,2.561,2.8157785,2.561,2.7970102,2.561,2.8215847,2.561,2.92078
HLAKZUMANRXOSK-QKGGVJACSA-N,3.328,2.8247461,3.328,2.8170123,3.328,2.8158114,3.328,2.7970145,3.328,2.8238156,3.328,2.9554348
KNJYUKACHOROLP-UHFFFAOYSA-N,2.53,2.8233669,2.53,2.8160114,2.53,2.8138566,2.53,2.796987,2.53,2.8276155,2.53,2.824404
VMIADAAQCBGDEE-MIXUXINWSA-N,2.974,2.8259451,2.974,2.8175144,2.974,2.8158185,2.974,2.7970328,2.974,2.827344,2.974,2.9145572
ZMSHSRMVLHXRNS-UHFFFAOYSA-N,3.031,2.8250325,3.031,2.8188903,3.031,2.8158233,3.031,2.7968588,3.031,2.823818,3.031,2.8917236
PJECICXFANMYBA-FIIZHFTISA-N,2.295,2.8253038,2.295,2.8172276,2.295,2.8155096,2.295,2.797017,2.295,2.826269,2.295,2.8245718
DARWNCWGHWAJFB-FCIITPAPSA-N,3.311,2.8187387,3.311,2.8168838,3.311,2.8150148,3.311,2.7970166,3.311,2.823873,3.311,2.8196058
BAINDASWEHAPPA-UHFFFAOYSA-N,3.59,2.8236794,3.59,2.8148518,3.59,2.8144526,3.59,2.7969952,3.59,2.8256648,3.59,2.8421493
BPQUFXMUXQGKMZ-KCTANDFTSA-N,2.116,2.828944,2.116,2.81411,2.116,2.8175547,2.116,2.7970011,2.116,2.8262727,2.116,3.133012
CEAIVAJSSAHTCX-UHFFFAOYSA-N,2.732,2.8258862,2.732,2.8172612,2.732,2.8162575,2.732,2.7970057,2.732,2.8234,2.732,2.9458432
GLTVUGOXSHFKCN-PBEOLHQGSA-N,2.795,2.8265295,2.795,2.8183448,2.795,2.8154876,2.795,2.797031,2.795,2.8258138,2.795,2.7789593
VWKWODNXNOXDQB-UHFFFAOYSA-N,2.644,2.8249538,2.644,2.8154385,2.644,2.8149557,2.644,2.7970085,2.644,2.8278117,2.644,2.651492
FDQDTVIAMQLZHH-UHFFFAOYSA-N,3.225,2.825795,3.225,2.8152883,3.225,2.8168797,3.225,2.7969916,3.225,2.8203804,3.225,2.7184768
NSIRTFQCPBUAEJ-OODZEZPASA-N,2.593,2.8258529,2.593,2.820985,2.593,2.8150675,2.593,2.7970195,2.593,2.8221166,2.593,2.8585122
VPNXYPNRWHCCFA-UHFFFAOYSA-N,2.647,2.8323658,2.647,2.8179667,2.647,2.8162508,2.647,2.7970061,2.647,2.8236876,2.647,2.8330624
JMMGKKSPRIVADM-UHFFFAOYSA-N,2.87,2.8192515,2.87,2.8148813,2.87,2.8131843,2.87,2.7970285,2.87,2.8303924,2.87,2.7503097
YLXSDLVJMMRWOQ-OHSLDDHESA-N,3.073,2.8301003,3.073,2.8203475,3.073,2.8151684,3.073,2.7970147,3.073,2.8307526,3.073,2.9479718
WJIGDMTWYCARGW-CIPIOSDXSA-N,2.39,2.827466,2.39,2.8182359,2.39,2.8155854,2.39,2.7970207,2.39,2.8268595,2.39,2.8208623
SNFNNNDDPZUCJJ-MNNBMNRUSA-N,2.157,2.8257778,2.157,2.818448,2.157,2.8159156,2.157,2.7970226,2.157,2.823098,2.157,2.9882035
GSHWWZFOASZHOU-UHFFFAOYSA-N,2.493,2.8153596,2.493,2.8199284,2.493,2.8128889,2.493,2.797017,2.493,2.8259716,2.493,2.8539815
SVDUNTZNHGBMJZ-FONZVJJCSA-N,2.634,2.8263047,2.634,2.818209,2.634,2.8163586,2.634,2.796849,2.634,2.8243308,2.634,2.8285491
OEDICOJYGHZPFB-UHFFFAOYSA-N,2.511,2.8258014,2.511,2.8178976,2.511,2.8164442,2.511,2.7970018,2.511,2.8232675,2.511,2.9005673
CJIWLGUHEOAOMP-KYHGBAKBSA-N,2.684,2.830075,2.684,2.8218904,2.684,2.8154862,2.684,2.7970145,2.684,2.8241136,2.684,2.840908
KTXPBFJQEIWQKM-PBEOLHQGSA-N,2.556,2.8252537,2.556,2.8203263,2.556,2.8152854,2.556,2.7970245,2.556,2.8242297,2.556,3.001672
NKLUPNKOPZBGKM-UHFFFAOYSA-N,2.715,2.8234184,2.715,2.8165019,2.715,2.81716,2.715,2.7970297,2.715,2.8220575,2.715,2.8011963
MPJXRAUQPZNUIA-VBHDIUGFSA-N,2.523,2.8288677,2.523,2.8159313,2.523,2.816838,2.523,2.7969975,2.523,2.8271632,2.523,3.323699
AZGQWZBWQSRPOS-POHGQRKGSA-N,2.138,2.8288684,2.138,2.816225,2.138,2.8168921,2.138,2.797005,2.138,2.8238542,2.138,2.8022425
UMCPKVLTZKFVLK-SVPAYZKRSA-N,2.971,2.825725,2.971,2.8178008,2.971,2.8165882,2.971,2.7970216,2.971,2.823311,2.971,2.8935997
GEHBPEOVWWYUKH-UHFFFAOYSA-N,2.925,2.8267298,2.925,2.8194134,2.925,2.81331,2.925,2.7970116,2.925,2.8323603,2.925,2.7944999
VQCRMSYIOIYYKR-UHFFFAOYSA-N,3.119,2.826659,3.119,2.8195865,3.119,2.8147678,3.119,2.7970161,3.119,2.8278925,3.119,2.9507017
YSBGZOCAFDENQK-BQIMNVTISA-N,2.919,2.8246372,2.919,2.8186169,2.919,2.8156016,2.919,2.797011,2.919,2.8319678,2.919,2.9490907
GZUIQBHNQTUZMJ-MFLVYNMUSA-N,2.786,2.8208137,2.786,2.8215387,2.786,2.8151252,2.786,2.7966666,2.786,2.823693,2.786,2.8168054
SVFHVOOAYIEIKI-UHFFFAOYSA-N,2.695,2.8269935,2.695,2.8230345,2.695,2.8143368,2.695,2.7969985,2.695,2.8265033,2.695,2.8624952
ZTKBMKRXHAUENG-VHPMDJGMSA-N,2.538,2.8172464,2.538,2.8153145,2.538,2.8164759,2.538,2.796998,2.538,2.8221512,2.538,2.8233838
VYZQRDJYXKROHN-UHFFFAOYSA-N,3.435,2.8270657,3.435,2.8177288,3.435,2.8180456,3.435,2.7969983,3.435,2.8247495,3.435,3.143922
CPGMRHVCFDKOOD-UHFFFAOYSA-N,2.52,2.8243122,2.52,2.817204,2.52,2.8172739,2.52,2.7970245,2.52,2.8194103,2.52,2.8190997
LFLDTWCROWBFNU-UHFFFAOYSA-N,2.637,2.8268175,2.637,2.82157,2.637,2.8146915,2.637,2.7970033,2.637,2.8272505,2.637,2.82556
SEADTHOPGFLCFY-UHFFFAOYSA-N,2.226,2.8236399,2.226,2.8156104,2.226,2.8146462,2.226,2.796975,2.226,2.827417,2.226,2.815861
BKNZLFUYFMSDIS-IRECXSHYSA-N,3.043,2.8258002,3.043,2.8183444,3.043,2.8161395,3.043,2.7970262,3.043,2.8238,3.043,2.9483037
NSXXXHQCANOSSA-LZPAQTDFSA-N,2.944,2.8285007,2.944,2.8149295,2.944,2.8169591,2.944,2.796991,2.944,2.826899,2.944,2.9802446
OHKFTIAKMQKPGT-QKGGVJACSA-N,2.658,2.821253,2.658,2.8132994,2.658,2.8157997,2.658,2.7970028,2.658,2.8150692,2.658,2.8349996
ZUOOWWSTLGREQP-MSRYBZPSSA-N,2.207,2.8255584,2.207,2.8169725,2.207,2.8163254,2.207,2.797024,2.207,2.8235283,2.207,3.0096946
RODAMAADJUARMI-KDHRXPGNSA-N,2.121,2.8259654,2.121,2.816401,2.121,2.8162344,2.121,2.7970223,2.121,2.8212862,2.121,2.8123972
ULZVBNCJBTWRCA-QQDKBNNWSA-N,3.052,2.826704,3.052,2.816986,3.052,2.816361,3.052,2.797005,3.052,2.8253596,3.052,2.810488
OWNJEFWPGFBHTL-UHFFFAOYSA-N,2.483,2.8185728,2.483,2.8199883,2.483,2.8125417,2.483,2.7970252,2.483,2.8242915,2.483,2.7925496
TYFAXMMZSBHTNN-UHFFFAOYSA-N,2.735,2.8152297,2.735,2.8177738,2.735,2.812677,2.735,2.7970285,2.735,2.8265033,2.735,2.7763672
ULDNFAUUQRGGLD-XHCLPZSSSA-N,2.236,2.8160844,2.236,2.8142397,2.236,2.8179264,2.236,2.7969792,2.236,2.8223743,2.236,2.7100708
HNCWVPUFPMEPGG-AOVRLMCSSA-N,2.722,2.8283987,2.722,2.8159993,2.722,2.8171294,2.722,2.7970057,2.722,2.8268676,2.722,3.0878234
FCYSPDYGEOJTPD-UHFFFAOYSA-N,3.185,2.8246703,3.185,2.8193157,3.185,2.8136969,3.185,2.797009,3.185,2.8276997,3.185,2.8387766
YLIPXPVSIGMCOJ-UHFFFAOYSA-N,2.9,2.8281238,2.9,2.8155932,2.9,2.817556,2.9,2.7969859,2.9,2.8257108,2.9,2.8404326
JITICLQDKZWVOF-UHFFFAOYSA-N,2.645,2.822554,2.645,2.8219476,2.645,2.8142228,2.645,2.797006,2.645,2.8283155,2.645,2.8313568
ACIKGYNXPBUPAH-PAZNOCNKSA-N,2.496,2.8299758,2.496,2.816752,2.496,2.8180797,2.496,2.7970352,2.496,2.8211772,2.496,2.7933362
QTXFFPRHOVUNFN-UHFFFAOYSA-N,2.533,2.8221595,2.533,2.8150723,2.533,2.8143075,2.533,2.7970138,2.533,2.825689,2.533,2.8175666
HYKLSLIISSJTCL-UHFFFAOYSA-N,2.836,2.830565,2.836,2.8187869,2.836,2.8155596,2.836,2.797027,2.836,2.8278944,2.836,3.2114675
AKXDUQYHINCGLQ-UHFFFAOYSA-N,2.867,2.8283236,2.867,2.813301,2.867,2.8182948,2.867,2.796993,2.867,2.822536,2.867,2.798614
KQBDLPSYISHKLR-UHFFFAOYSA-N,2.611,2.8249168,2.611,2.8181605,2.611,2.8156607,2.611,2.797039,2.611,2.826244,2.611,2.8090262
PIXPIAGCHIIEGW-SOAYEPHDSA-N,2.219,2.820852,2.219,2.8173382,2.219,2.8145707,2.219,2.7967765,2.219,2.8244963,2.219,2.7681541
DPFWGRNMMQNBHI-UHFFFAOYSA-N,2.744,2.8256118,2.744,2.8166387,2.744,2.8161988,2.744,2.797038,2.744,2.8254347,2.744,2.829915
ZLJGDDIURCJOOE-UHFFFAOYSA-N,2.668,2.8257012,2.668,2.8201938,2.668,2.8149045,2.668,2.7970333,2.668,2.8275702,2.668,2.9972022
UKMJRBPFFZIQHZ-HSWKEQASSA-N,2.692,2.8220174,2.692,2.8159142,2.692,2.815769,2.692,2.7970164,2.692,2.824543,2.692,2.754193
AEGFOIJBRBCEMR-UHFFFAOYSA-N,3.209,2.8185744,3.209,2.8196483,3.209,2.8128214,3.209,2.7970257,3.209,2.8241646,3.209,2.780944
IJKXOXVVUNAKIY-UHFFFAOYSA-N,2.829,2.8273199,2.829,2.8200903,2.829,2.8142006,2.829,2.7969947,2.829,2.8264263,2.829,2.8855376
KSMYORPAIUOZCW-UHFFFAOYSA-N,2.596,2.8296354,2.596,2.8129041,2.596,2.8178487,2.596,2.7969766,2.596,2.8259325,2.596,2.8192487
MQXJTTVOMLKPIY-UHFFFAOYSA-N,3.199,2.8255134,3.199,2.8235137,3.199,2.8125613,3.199,2.7970316,3.199,2.8278847,3.199,2.8006608
HUWNDIPTDURTHE-HMLDNMNSSA-N,2.787,2.8223522,2.787,2.817092,2.787,2.8156538,2.787,2.7970145,2.787,2.8258138,2.787,2.831528
PWMXTDLNLOXSPO-BTLSSOAESA-N,2.555,2.8257098,2.555,2.8165922,2.555,2.8173928,2.555,2.796989,2.555,2.839863,2.555,2.9067934
BOYLOPJGWBVIHO-WONLUPPJSA-N,2.891,2.8255749,2.891,2.8179095,2.891,2.8165555,2.891,2.7970188,2.891,2.8224797,2.891,2.8703098
FUOOEAXIAFDVCP-UHFFFAOYSA-N,3.293,2.8253539,3.293,2.8154192,3.293,2.8159137,3.293,2.7970364,3.293,2.8252506,3.293,2.8497272
KDDBHJKXJYWBIK-UHFFFAOYSA-N,2.107,2.8157954,2.107,2.8143117,2.107,2.8136585,2.107,2.7970088,2.107,2.8255706,2.107,2.7605174
BBOMATNNWKKMGP-UHFFFAOYSA-N,3.157,2.8194973,3.157,2.8145504,3.157,2.8139555,3.157,2.797006,3.157,2.8264635,3.157,2.8249452
GGLQFSJTWWRGCN-BXVAPQLOSA-N,2.552,2.8243487,2.552,2.8208709,2.552,2.8145895,2.552,2.7969759,2.552,2.8248258,2.552,2.7938933
NQJZBAHQRKNDTE-UHFFFAOYSA-N,2.743,2.8210812,2.743,2.820349,2.743,2.8134289,2.743,2.7970185,2.743,2.829936,2.743,2.8172483
NEIMUYODITYBIV-UHFFFAOYSA-N,2.716,2.8239915,2.716,2.8219135,2.716,2.8139753,2.716,2.7969882,2.716,2.826538,2.716,2.8163114
ZQJMBAQVNKRVJR-UHFFFAOYSA-N,3.192,2.826365,3.192,2.8182104,3.192,2.816237,3.192,2.7970133,3.192,2.8252404,3.192,2.9428437
MOYLVACLPZPHSJ-UHFFFAOYSA-N,2.966,2.8290472,2.966,2.813806,2.966,2.8172274,2.966,2.7970035,2.966,2.8262556,2.966,2.8384986
HCSMFZSKLRMVSV-UHFFFAOYSA-N,3.635,2.8222814,3.635,2.8209388,3.635,2.8136292,3.635,2.797013,3.635,2.8261008,3.635,2.8476841
XYBRWBXROBBQEW-SEAWODQXSA-N,2.73,2.8200514,2.73,2.8180635,2.73,2.8170426,2.73,2.7970502,2.73,2.8196957,2.73,2.798511
UAVXDUJQIGOXKE-QJOVZPHJSA-N,2.521,2.829298,2.521,2.8157096,2.521,2.8166142,2.521,2.7970078,2.521,2.8249748,2.521,2.8278384
WBZOKIKJWUPLAQ-UHFFFAOYSA-N,2.794,2.8197372,2.794,2.8164515,2.794,2.8136806,2.794,2.797037,2.794,2.8233192,2.794,2.9066727
YNTXMDNHAGRPSR-UUKRNIFRSA-N,3.314,2.8242006,3.314,2.815201,3.314,2.8153408,3.314,2.797014,3.314,2.823925,3.314,2.810357
RTABASDMCFXUAZ-WVKGOKMASA-N,2.801,2.8297024,2.801,2.8151658,2.801,2.817504,2.801,2.7970135,2.801,2.8257453,2.801,3.1776462
JIJVCUQUPHNOFR-UHFFFAOYSA-N,3.072,2.8285036,3.072,2.8156512,3.072,2.8184648,3.072,2.7969904,3.072,2.8263855,3.072,2.8572853
PHEKTDFRGSFAKL-WDYLICCJSA-N,2.756,2.8227596,2.756,2.8162756,2.756,2.8169937,2.756,2.7970066,2.756,2.8220284,2.756,2.7606983
GGWNSPIFSISEST-QGLGFFFMSA-N,2.325,2.8205605,2.325,2.8149452,2.325,2.8158784,2.325,2.7970326,2.325,2.8207257,2.325,2.8006155
GSIQBHIYJIRAQB-UHFFFAOYSA-N,3.643,2.8240993,3.643,2.8180559,3.643,2.8137538,3.643,2.7970138,3.643,2.8289444,3.643,2.8344996
ZQUJPGOSMYKZDW-UHFFFAOYSA-N,2.61,2.828337,2.61,2.815756,2.61,2.817073,2.61,2.7970366,2.61,2.823669,2.61,2.8126752
ZACNUBWULAENBV-UHFFFAOYSA-N,2.916,2.8301377,2.916,2.8189876,2.916,2.8166566,2.916,2.797017,2.916,2.824985,2.916,2.9169164
VGVISXBDIJCEOE-UHFFFAOYSA-N,3.081,2.8212326,3.081,2.8158464,3.081,2.816291,3.081,2.7969918,3.081,2.8239672,3.081,2.8053985
ZMZRQEYSNPTOCX-ODANTJBXSA-N,3.232,2.8148417,3.232,2.8166938,3.232,2.8158717,3.232,2.7970097,3.232,2.8167286,3.232,2.8121152
ZFQSLECRPHLZTL-UHFFFAOYSA-N,3.167,2.8254485,3.167,2.8174202,3.167,2.8162286,3.167,2.7970226,3.167,2.8234143,3.167,2.9299588
