,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
FAADSJSDJWBVJV-CWKUSLPQSA-N,2.932,2.8163729,2.932,2.812954,2.932,2.826577,2.932,2.8117933,2.932,2.8069425,2.932,3.1063771
PNROLTXVJQAVCC-UHFFFAOYSA-N,2.539,2.8105917,2.539,2.791877,2.539,2.817574,2.539,2.8117933,2.539,2.8210819,2.539,2.8874538
ZPYYNDMTEQYQFA-GXJNYWLESA-N,2.81,2.8143122,2.81,2.8208506,2.81,2.8175519,2.81,2.8117929,2.81,2.8038816,2.81,2.88287
FODIRVWXDJEJPA-UHFFFAOYSA-N,3.055,2.8078542,3.055,2.814772,3.055,2.8152058,3.055,2.8117929,3.055,2.8123686,3.055,2.942576
KEICTWNISTVDMR-UHFFFAOYSA-N,2.361,2.8162103,2.361,2.7960517,2.361,2.8241606,2.361,2.8117938,2.361,2.8159847,2.361,2.8697646
XQDBULXJDJGPBQ-UHFFFAOYSA-N,2.386,2.8211317,2.386,2.8180633,2.386,2.8315217,2.386,2.8117929,2.386,2.8209937,2.386,2.7760339
LZJCRBCVOLSTHO-UHFFFAOYSA-N,2.697,2.816885,2.697,2.811417,2.697,2.8255684,2.697,2.811793,2.697,2.8074875,2.697,2.8256245
SSDMXECFQGLAPE-UHFFFAOYSA-N,2.473,2.8197756,2.473,2.8067641,2.473,2.8238184,2.473,2.811793,2.473,2.7848215,2.473,2.8555775
GHLJFAYAABNQHK-IAASQWLWSA-N,2.369,2.8182392,2.369,2.8281388,2.369,2.8302567,2.369,2.811793,2.369,2.8171108,2.369,3.2549071
KFEQYBRYBOUHIM-YBVFZONVSA-N,2.507,2.817872,2.507,2.8142922,2.507,2.826789,2.507,2.8117933,2.507,2.8031728,2.507,3.10873
QDBCRVMWOAYEMA-UHFFFAOYSA-N,2.731,2.823038,2.731,2.7960174,2.731,2.8329146,2.731,2.811793,2.731,2.817439,2.731,2.823957
OTFUBBQOPFRJQG-UHFFFAOYSA-N,3.044,2.8081045,3.044,2.8129735,3.044,2.8136134,3.044,2.811793,3.044,2.821164,3.044,2.9098625
LWCKZROTDFCIOO-UHFFFAOYSA-N,2.659,2.817634,2.659,2.8173227,2.659,2.8248458,2.659,2.8117926,2.659,2.8205237,2.659,2.8313854
AZJHIULCXIGZPY-UHFFFAOYSA-N,3.656,2.8080158,3.656,2.82379,3.656,2.8127065,3.656,2.8117929,3.656,2.8186874,3.656,2.8519351
HNXDDUNEADALTK-QIXOJTTASA-N,2.866,2.8173966,2.866,2.8193953,2.866,2.8246574,2.866,2.811793,2.866,2.7912607,2.866,2.866806
ZYTMEDCACVHNCG-HAYWTRCASA-N,2.934,2.8122463,2.934,2.8172798,2.934,2.8190033,2.934,2.811794,2.934,2.8183239,2.934,3.0219672
CEXNKINQFQAODX-UHFFFAOYSA-N,3.004,2.8082128,3.004,2.811871,3.004,2.811029,3.004,2.8117933,3.004,2.8255963,3.004,2.8848987
NHSSKJPCVPDQSQ-UHFFFAOYSA-N,2.641,2.802753,2.641,2.8190339,2.641,2.8081543,2.641,2.8117929,2.641,2.8187795,2.641,2.8557975
PULJIDCUUJYNJQ-UHFFFAOYSA-N,2.433,2.8080196,2.433,2.81098,2.433,2.8080506,2.433,2.8117929,2.433,2.8258219,2.433,2.9044378
CVZGEKXJPWWJTD-UHFFFAOYSA-N,2.807,2.8159204,2.807,2.7664063,2.807,2.8229456,2.807,2.8117933,2.807,2.8130794,2.807,2.8997755
XPBYOAFNUNHBEG-UHFFFAOYSA-N,2.16,2.8104534,2.16,2.824616,2.16,2.814203,2.16,2.811793,2.16,2.8076239,2.16,2.6919093
DIRZBFJRKQTKCL-UHFFFAOYSA-N,3.205,2.8143482,3.205,2.8145192,3.205,2.8175066,3.205,2.8117929,3.205,2.8041224,3.205,2.7468042
SUVUGPJUGCHGLA-GZRCSVOKSA-N,3.249,2.8165078,3.249,2.8229527,3.249,2.8232596,3.249,2.811793,3.249,2.809246,3.249,2.7847846
VSTGZHRWNASXAD-UHFFFAOYSA-N,2.38,2.8013659,2.38,2.8092914,2.38,2.799911,2.38,2.8117933,2.38,2.8221307,2.38,2.8023305
BQPQLXDRNQDSNY-TVHLTLAGSA-N,2.952,2.818154,2.952,2.836092,2.952,2.830406,2.952,2.8117926,2.952,2.8175054,2.952,2.9265249
DVWCQALFWCMAKH-UHFFFAOYSA-N,3.232,2.8039727,3.232,2.8245294,3.232,2.8060231,3.232,2.8117929,3.232,2.8332095,3.232,2.898957
DWAHSFGPQSCOKY-UHFFFAOYSA-N,3.403,2.80519,3.403,2.8148663,3.403,2.8092182,3.403,2.8117926,3.403,2.822597,3.403,2.8038976
YCUQFDUDNPYHRQ-UHFFFAOYSA-N,2.474,2.8075066,2.474,2.8087752,2.474,2.81073,2.474,2.8117938,2.474,2.8125796,2.474,2.848928
JYOWBOXOFBHEKL-UHFFFAOYSA-N,3.346,2.808442,3.346,2.8305876,3.346,2.810625,3.346,2.8117929,3.346,2.8174286,3.346,2.6503634
SLVBOUNSPUHEKD-LLWBAHTNSA-N,2.858,2.818038,2.858,2.8044949,2.858,2.8256695,2.858,2.8117933,2.858,2.8066301,2.858,2.8078427
OHPPPWXXZFDUEP-UHFFFAOYSA-N,3.293,2.8065434,3.293,2.8218164,3.293,2.808074,3.293,2.811793,3.293,2.8248467,3.293,2.8696566
KGMIBJFQKLIIMU-WHZZUZKKSA-N,2.512,2.8171864,2.512,2.8335772,2.512,2.8264954,2.512,2.8117929,2.512,2.818194,2.512,3.3593588
WLWJYTYXIKYJAB-UHFFFAOYSA-N,3.408,2.8043337,3.408,2.8131363,3.408,2.8108866,3.408,2.8117929,3.408,2.8252044,3.408,2.6400943
UWTNKWPCGKBPAK-UHFFFAOYSA-N,2.701,2.8128042,2.701,2.8115876,2.701,2.816562,2.701,2.8117938,2.701,2.8239264,2.701,2.9002616
CEDDXLSBDJGGEP-AIMOZCANSA-N,3.376,2.8108974,3.376,2.8246639,3.376,2.8134444,3.376,2.8117929,3.376,2.8119025,3.376,2.8470035
DTWHZQANLCFFDU-UHFFFAOYSA-N,2.549,2.8202713,2.549,2.802158,2.549,2.8314548,2.549,2.8117933,2.549,2.8156517,2.549,2.8166306
RPCLILNOOYQMRJ-UHFFFAOYSA-N,2.839,2.8157513,2.839,2.7970164,2.839,2.824303,2.839,2.8117933,2.839,2.8005514,2.839,2.8644302
RFJKYNCKEPJCIT-UHFFFAOYSA-N,2.701,2.807457,2.701,2.7680476,2.701,2.809757,2.701,2.8117933,2.701,2.8135886,2.701,2.8003082
JVDYAXUNBSMUDZ-UHFFFAOYSA-N,3.406,2.8020294,3.406,2.8017716,3.406,2.8050678,3.406,2.8117929,3.406,2.8205314,3.406,2.8473337
NQCITJHBEXGCIK-UHFFFAOYSA-N,2.705,2.817885,2.705,2.8022861,2.705,2.8273928,2.705,2.8117933,2.705,2.8070292,2.705,2.8203857
HBCJQFJXPUIYKS-LQEQHNPBSA-N,2.282,2.808659,2.282,2.8075926,2.282,2.8146396,2.282,2.8117929,2.282,2.820567,2.282,2.922788
SGGLHXBBBHNNIW-OTDXRIAJSA-N,2.475,2.818258,2.475,2.82535,2.475,2.8308072,2.475,2.8117926,2.475,2.8248339,2.475,3.0551107
DAJYFBFBJLQGGZ-RUXLQMJCSA-N,2.619,2.814258,2.619,2.8078263,2.619,2.8239706,2.619,2.811794,2.619,2.818034,2.619,3.0824983
SAZGFOOEHFVPMZ-UHFFFAOYSA-N,2.874,2.8183937,2.874,2.8148198,2.874,2.824283,2.874,2.811793,2.874,2.8162575,2.874,2.829241
JEQWFYWUUGLDGP-UHFFFAOYSA-N,2.985,2.8045459,2.985,2.8095686,2.985,2.8049173,2.985,2.811793,2.985,2.821128,2.985,2.790368
ABPFLLHOOZQSKY-UHFFFAOYSA-N,2.457,2.8143287,2.457,2.8237062,2.457,2.8229144,2.457,2.8117929,2.457,2.8143659,2.457,2.79253
DLYRAOICSQWPEJ-WUIGKDOFSA-N,2.166,2.818995,2.166,2.7917094,2.166,2.827491,2.166,2.8117936,2.166,2.8188348,2.166,3.316441
OTIKPABXNYKAJE-UHFFFAOYSA-N,3.068,2.8041298,3.068,2.815066,3.068,2.8075786,3.068,2.8117929,3.068,2.8262334,3.068,2.9204907
OJQJPNPDXQNCRE-UODXMUSUSA-N,2.615,2.8137333,2.615,2.825557,2.615,2.8168993,2.615,2.811793,2.615,2.8063536,2.615,2.8473084
VIDRSDIGRPZDJU-SWEHPUKKSA-N,2.786,2.8167174,2.786,2.8299224,2.786,2.822089,2.786,2.8117933,2.786,2.8216863,2.786,2.9203131
UBZHZLALOYYSJW-UHFFFAOYSA-N,2.399,2.8116736,2.399,2.7864056,2.399,2.8132594,2.399,2.8117933,2.399,2.8186572,2.399,2.9142
XOCJPSAXMIQQJM-UHFFFAOYSA-N,2.623,2.8115575,2.623,2.81504,2.623,2.8195336,2.623,2.811793,2.623,2.809987,2.623,2.9126403
OCVCGESPNZRGFS-UHFFFAOYSA-N,2.916,2.8188283,2.916,2.828215,2.916,2.8280542,2.916,2.8117957,2.916,2.8176165,2.916,2.8461132
PPIZXACTSGODLW-UHFFFAOYSA-N,3.239,2.8069346,3.239,2.8275084,3.239,2.8114934,3.239,2.811798,3.239,2.8188891,3.239,2.7330549
MWKJXBKFHBDGAF-GOILFHCOSA-N,2.767,2.8101907,2.767,2.8088026,2.767,2.8132305,2.767,2.8117929,2.767,2.8187323,2.767,3.0391529
DOEGAHILSGUZBF-QVIGGXMESA-N,3.038,2.8165364,3.038,2.7955382,3.038,2.8227868,3.038,2.8117943,3.038,2.8213873,3.038,2.9958186
AZIBSXUIYPDPOI-UHFFFAOYSA-N,2.124,2.8196354,2.124,2.8018363,2.124,2.8300018,2.124,2.8117933,2.124,2.8073435,2.124,2.8218958
PSDLVXOUEALIQJ-UHFFFAOYSA-N,2.732,2.7977333,2.732,2.8121576,2.732,2.803431,2.732,2.811793,2.732,2.8127608,2.732,2.7763553
OZSQSSVRQXEKBD-ODNPBWNPSA-N,2.955,2.813952,2.955,2.8173506,2.955,2.818588,2.955,2.8117926,2.955,2.809071,2.955,2.873798
ZDFNDGJKVOEVLY-UHFFFAOYSA-N,2.363,2.8056822,2.363,2.7899456,2.363,2.8120618,2.363,2.8117936,2.363,2.8166604,2.363,2.8675508
ARXDROPZPZELOF-MFJGYAHASA-N,2.83,2.8132086,2.83,2.8200083,2.83,2.8201885,2.83,2.8117938,2.83,2.8188002,2.83,3.1364315
MTVPTHPVGCMIDQ-UHFFFAOYSA-N,3.162,2.805237,3.162,2.7860281,3.162,2.8071928,3.162,2.811793,3.162,2.8101153,3.162,2.8648193
USFSYLWWHMYDBA-NTOUFFLOSA-N,2.73,2.8215327,2.73,2.8261554,2.73,2.8350163,2.73,2.8117929,2.73,2.8188965,2.73,2.9916148
DPTZFJOHLSSUBR-UHFFFAOYSA-N,2.812,2.8185863,2.812,2.8237596,2.812,2.8269544,2.812,2.811794,2.812,2.811154,2.812,3.0481472
ICPXMDNHHJRJMH-UHFFFAOYSA-N,3.311,2.8140943,3.311,2.8280704,3.311,2.8207393,3.311,2.8117933,3.311,2.8089657,3.311,2.7814467
ZOHHFSHGFXZINW-UHFFFAOYSA-N,2.614,2.8142478,2.614,2.8256135,2.614,2.8189356,2.614,2.8117948,2.614,2.8201442,2.614,2.8759506
XUGOXWSQOMUHDP-UHFFFAOYSA-N,2.537,2.8047352,2.537,2.7801027,2.537,2.807233,2.537,2.811793,2.537,2.8166487,2.537,2.696688
AGIDHYAVPNIYFF-UHFFFAOYSA-N,3.169,2.8075366,3.169,2.8291366,3.169,2.809332,3.169,2.8117943,3.169,2.8196304,3.169,2.7621787
QHZJINRZMYVJEE-AKOOKZATSA-N,2.898,2.815735,2.898,2.7722874,2.898,2.8196485,2.898,2.8117929,2.898,2.811408,2.898,2.9510887
DYNQLOWXJXXTFM-UHFFFAOYSA-N,2.886,2.8149624,2.886,2.7831917,2.886,2.8213754,2.886,2.8117933,2.886,2.8212042,2.886,2.9276285
QPIKSKFQOXJTSX-UHFFFAOYSA-N,3.013,2.802919,3.013,2.7842708,3.013,2.8050785,3.013,2.8117926,3.013,2.8121622,3.013,2.8607583
CWKQEHLTUSOXCT-UHFFFAOYSA-N,3.43,2.8070698,3.43,2.7934952,3.43,2.804874,3.43,2.8117933,3.43,2.8217268,3.43,2.9108496
YDDJVTDUMCPZJX-NZGUPCEGSA-N,2.615,2.819406,2.615,2.7944205,2.615,2.82966,2.615,2.8117936,2.615,2.8257055,2.615,2.8169022
SPSKTBOGZKUDDW-DSPACWISSA-N,2.479,2.8158135,2.479,2.8214927,2.479,2.8213587,2.479,2.8117929,2.479,2.8243184,2.479,2.8668818
UHEJNHIEKTVDLZ-UHFFFAOYSA-N,2.745,2.806854,2.745,2.8069751,2.745,2.8100278,2.745,2.8117926,2.745,2.8274736,2.745,2.8416812
CAWWTOBELDERBL-UHFFFAOYSA-N,2.894,2.8049278,2.894,2.815878,2.894,2.8104458,2.894,2.8117933,2.894,2.8144898,2.894,2.7864723
MWDMJRQSXVSEHC-AEVGBRMKSA-N,2.791,2.8138247,2.791,2.809655,2.791,2.8211546,2.791,2.8117929,2.791,2.8111076,2.791,2.9407108
YWCNHJACCMUZPQ-HTVDVWKISA-N,2.811,2.8087285,2.811,2.7998412,2.811,2.8147774,2.811,2.8117929,2.811,2.8091273,2.811,2.7366762
KSDDRCKHZDSQAU-UHFFFAOYSA-N,2.704,2.821936,2.704,2.8272343,2.704,2.834111,2.704,2.811794,2.704,2.8139791,2.704,3.0199955
YQVUJWYFIWECAC-UHFFFAOYSA-N,2.74,2.8100057,2.74,2.7998877,2.74,2.8157475,2.74,2.811793,2.74,2.8326473,2.74,2.923684
XFDBODUBPGAIKH-UHFFFAOYSA-N,2.959,2.8176756,2.959,2.806054,2.959,2.827731,2.959,2.8117933,2.959,2.8069894,2.959,2.820161
WPIKVWOIPJHQJB-IMGQZJKRSA-N,3.184,2.821815,3.184,2.814689,3.184,2.8315933,3.184,2.8117938,3.184,2.8024542,3.184,2.9075222
ZOHANGZCINSIQF-XOFZTKOPSA-N,2.477,2.8178809,2.477,2.8261545,2.477,2.8279054,2.477,2.811793,2.477,2.817557,2.477,3.2621496
WUIIXHLQVFAXOZ-UHFFFAOYSA-N,3.153,2.8046305,3.153,2.8101256,3.153,2.8044384,3.153,2.8117926,3.153,2.815063,3.153,2.887589
VMGAGTMTCCFEQI-FDTDRWDPSA-N,2.067,2.8189363,2.067,2.831695,2.067,2.8337767,2.067,2.811793,2.067,2.8203259,2.067,3.0073807
TXHZQGSXVTWGKZ-UHFFFAOYSA-N,2.476,2.8211746,2.476,2.8282392,2.476,2.8337731,2.476,2.811793,2.476,2.817446,2.476,2.8897374
CYUNFGSHQUDHEP-UHFFFAOYSA-N,2.349,2.816506,2.349,2.828267,2.349,2.8236427,2.349,2.8117929,2.349,2.8039331,2.349,2.8834548
KRRFVKFQVLHTKV-UHFFFAOYSA-N,2.879,2.82113,2.879,2.806839,2.879,2.834997,2.879,2.8117945,2.879,2.8151758,2.879,2.9886544
AZNYQIRNRLAANZ-OSUSNESHSA-N,3.431,2.8169806,3.431,2.8205876,3.431,2.8241992,3.431,2.811796,3.431,2.8273587,3.431,2.7632573
LWIXLRMRAASUIV-UHFFFAOYSA-N,2.932,2.8058302,2.932,2.794031,2.932,2.8082423,2.932,2.8117933,2.932,2.8111503,2.932,2.8327494
PGWKNRZHEWMGFK-KKBYLBNBSA-N,2.895,2.8126757,2.895,2.829928,2.895,2.8163764,2.895,2.8117929,2.895,2.8323536,2.895,3.0594566
JDZBWWUBBZOPIY-UHFFFAOYSA-N,2.484,2.8118496,2.484,2.7983508,2.484,2.8140247,2.484,2.8117936,2.484,2.8221393,2.484,2.89878
NRVZQMRCEOJVIM-UHFFFAOYSA-N,3.475,2.8108706,3.475,2.8251817,3.475,2.81329,3.475,2.811793,3.475,2.8184464,3.475,2.9513094
WWKNJAQGOXDSEB-UHFFFAOYSA-N,2.045,2.8214052,2.045,2.8236692,2.045,2.8321693,2.045,2.8117938,2.045,2.826447,2.045,2.82605
KGBSSKKNAMUBPA-HBCCIHBTSA-N,2.812,2.8134139,2.812,2.7939706,2.812,2.8149278,2.812,2.8117929,2.812,2.817429,2.812,2.9295976
XYBFLVAGIOLDDD-WUXYMHFGSA-N,2.505,2.8206625,2.505,2.8167365,2.505,2.8331296,2.505,2.811793,2.505,2.821887,2.505,2.8738492
JYZHUUHAZXOFNC-CECLPTFUSA-N,2.495,2.8125973,2.495,2.8139954,2.495,2.8197317,2.495,2.811793,2.495,2.8313413,2.495,3.0495105
SSNAVSMCLVUAMP-DALJGNGJSA-N,3.193,2.8139338,3.193,2.827168,3.193,2.8195894,3.193,2.8117933,3.193,2.808388,3.193,2.8400881
ZEBDFQHWZSXOMU-UHFFFAOYSA-N,2.767,2.806384,2.767,2.7836614,2.767,2.8088937,2.767,2.8117926,2.767,2.8190122,2.767,2.853892
ZEIJTHRCZNXKAA-AWSIMMLFSA-N,2.813,2.8103552,2.813,2.80855,2.813,2.8143008,2.813,2.811794,2.813,2.8129935,2.813,3.0375607
BMLDBKBDJYKHDN-UHFFFAOYSA-N,2.858,2.812952,2.858,2.8100185,2.858,2.820086,2.858,2.8117936,2.858,2.83499,2.858,2.9174535
SNMMINSGWLRFLO-PXGPTWEYSA-N,2.667,2.8182878,2.667,2.8236094,2.667,2.8277242,2.667,2.811794,2.667,2.8104148,2.667,2.9135005
NBZYMEWSVMVVJE-GBKSOAFOSA-N,3.021,2.8186722,3.021,2.8245444,3.021,2.8232515,3.021,2.8117929,3.021,2.8076763,3.021,2.8791027
WCUGLPBMVDYONO-UHFFFAOYSA-N,2.3,2.8154612,2.3,2.8260963,2.3,2.826259,2.3,2.8117948,2.3,2.8154387,2.3,2.8956017
KBAOPMWQIUHUIB-LLJCYPMUSA-N,2.722,2.8204818,2.722,2.8104925,2.722,2.828271,2.722,2.8117924,2.722,2.8172414,2.722,2.8878558
GCZRNCGBDVXNGX-UHFFFAOYSA-N,2.887,2.8113103,2.887,2.7746763,2.887,2.8147585,2.887,2.8117938,2.887,2.8085012,2.887,2.9084427
MOMAVNYAFBVYQW-UHFFFAOYSA-N,3.54,2.7860565,3.54,2.822051,3.54,2.7946038,3.54,2.8117929,3.54,2.8213902,3.54,2.838198
OAEDBCJOVGMPSF-IKLFXBHTSA-N,2.764,2.8080707,2.764,2.7210383,2.764,2.80977,2.764,2.8117921,2.764,2.8056831,2.764,2.9719324
IWDBSEMPPYNENZ-AQAGRAQRSA-N,2.971,2.8133235,2.971,2.7956278,2.971,2.8208363,2.971,2.811793,2.971,2.8132968,2.971,2.757333
ULMCMJYRSZOAQA-UHFFFAOYSA-N,3.218,2.8119388,3.218,2.80118,3.218,2.8151176,3.218,2.8117929,3.218,2.8198905,3.218,2.9158537
SQAORGCYLFLRCS-UHFFFAOYSA-N,2.841,2.8060603,2.841,2.7775817,2.841,2.8091238,2.841,2.8117938,2.841,2.812079,2.841,2.8313372
PNESMPUQPDGJMQ-YBPZEPATSA-N,2.135,2.8127885,2.135,2.8040113,2.135,2.8179357,2.135,2.8117926,2.135,2.8082666,2.135,2.862703
ALABIUDYARVAMI-UHFFFAOYSA-N,3.24,2.821814,3.24,2.8195126,3.24,2.8319745,3.24,2.8117933,3.24,2.8004112,3.24,2.8725944
VHRJHCDYKRIRIK-TVMORXBRSA-N,2.682,2.8190773,2.682,2.8206751,2.682,2.8289266,2.682,2.8117929,2.682,2.8281941,2.682,3.0861905
VHCSSOFGYOVGMK-UHFFFAOYSA-N,3.121,2.8149316,3.121,2.8273215,3.121,2.8225539,3.121,2.8117929,3.121,2.8189073,3.121,2.7779734
ZIHUKNGOGCRYGH-FDTDRWDPSA-N,2.536,2.8147235,2.536,2.8173497,2.536,2.8231223,2.536,2.8117929,2.536,2.829972,2.536,3.066869
ZUIVAXHYLGFSHW-LIUBWCDJSA-N,2.834,2.8174317,2.834,2.8299758,2.834,2.8269267,2.834,2.8117929,2.834,2.8187692,2.834,3.0886428
PUYQPDWUAZQNSN-UHFFFAOYSA-N,2.264,2.804827,2.264,2.8095381,2.264,2.8066788,2.264,2.8117926,2.264,2.8292494,2.264,2.8979144
RHGLQBQFWXNEKV-UHFFFAOYSA-N,2.375,2.8118782,2.375,2.8074443,2.375,2.8192334,2.375,2.811793,2.375,2.835363,2.375,2.8916037
PRXUTMKVJRYJFH-HREVVHHNSA-N,2.533,2.8120115,2.533,2.8308706,2.533,2.8182893,2.533,2.8117929,2.533,2.8223932,2.533,3.1168048
OEZXSMNSKVHSBN-LJHINLOZSA-N,3.17,2.8201056,3.17,2.8210952,3.17,2.8286188,3.17,2.8117933,3.17,2.8037114,3.17,2.8616688
ZQYZIZVLOHIIQL-UHFFFAOYSA-N,2.652,2.8158798,2.652,2.816656,2.652,2.8206327,2.652,2.8117933,2.652,2.8076677,2.652,2.8283973
TVVUYGPHCVLXIE-UHFFFAOYSA-N,2.923,2.789507,2.923,2.8087943,2.923,2.8005354,2.923,2.8117926,2.923,2.8093739,2.923,2.9228065
FZCKSOMIPIKFMK-FNFLRKSLSA-N,3.28,2.8198707,3.28,2.819442,3.28,2.8294833,3.28,2.8117936,3.28,2.818029,3.28,3.2469656
ZRRQUWGFLKVQQP-CQRJRITQSA-N,2.754,2.8188262,2.754,2.818509,2.754,2.8252356,2.754,2.8117945,2.754,2.8119438,2.754,3.1771123
VHLAEJKIEQWWDJ-UHFFFAOYSA-N,3.659,2.8078275,3.659,2.8227348,3.659,2.812433,3.659,2.811793,3.659,2.8018725,3.659,2.7727308
CTAJRJUOCLPXTG-UHFFFAOYSA-N,2.795,2.8186297,2.795,2.8236175,2.795,2.8282745,2.795,2.8117933,2.795,2.803915,2.795,2.8557634
VUWIGEWOILDCDZ-LEXORQHVSA-N,2.561,2.8143158,2.561,2.8052592,2.561,2.8231273,2.561,2.8117926,2.561,2.8097982,2.561,2.8936822
SBFSGEHWFGBKKH-YEAKOVHHSA-N,2.337,2.8204951,2.337,2.8163257,2.337,2.8305316,2.337,2.8117929,2.337,2.8174925,2.337,3.0166306
AHXGUIBEJMUTHZ-LIUBWCDJSA-N,2.6,2.817495,2.6,2.8343601,2.6,2.8302255,2.6,2.8117926,2.6,2.8241396,2.6,3.0616949
BKYQNXOZXYOTAA-UJZLGWIISA-N,3.639,2.809545,3.639,2.8117027,3.639,2.8143218,3.639,2.8117938,3.639,2.8188381,3.639,2.6381612
XPOCTYALBVAKNQ-CCDATSQRSA-N,3.379,2.8092813,3.379,2.81281,3.379,2.81737,3.379,2.8117929,3.379,2.8133345,3.379,2.8736885
VTISZDXIBZYCBW-UHFFFAOYSA-N,2.582,2.8180504,2.582,2.8122857,2.582,2.8270698,2.582,2.8117933,2.582,2.8074908,2.582,2.8704853
JXJUOCYWTJVTNX-KJXAQUOXSA-N,3.075,2.8120766,3.075,2.8229344,3.075,2.8172076,3.075,2.811794,3.075,2.820821,3.075,3.071044
GWMLIXCZSOVPPQ-UHFFFAOYSA-N,2.911,2.8103752,2.911,2.8260527,2.911,2.8163579,2.911,2.811793,2.911,2.8209362,2.911,2.9780903
GTQODKYEYMLBDX-MDQGZVHKSA-N,2.522,2.81309,2.522,2.799689,2.522,2.8164656,2.522,2.8117924,2.522,2.8197365,2.522,2.9008906
ZCTHRSXHVSWVLW-CKJBABAKSA-N,2.886,2.822716,2.886,2.7985399,2.886,2.8324516,2.886,2.8117926,2.886,2.8174295,2.886,2.8492668
HYZGJGQMHDNIOU-IRWBXMRWSA-N,2.958,2.8124623,2.958,2.787887,2.958,2.817404,2.958,2.8117926,2.958,2.809628,2.958,2.7133663
HDQQQVMYINEADU-HIJBMYKFSA-N,2.746,2.814806,2.746,2.8284068,2.746,2.8237545,2.746,2.8117929,2.746,2.8124123,2.746,3.0102732
RDSDJVXRPGISHP-WVKHYPTHSA-N,3.412,2.819154,3.412,2.816803,3.412,2.8319592,3.412,2.811793,3.412,2.817583,3.412,2.8472972
FTJHVQWZSAZNKC-UHFFFAOYSA-N,2.918,2.8155828,2.918,2.8244479,2.918,2.8215966,2.918,2.8117929,2.918,2.8219566,2.918,2.8874974
KUFOTQQBVXJLBF-YLWZKEKXSA-N,3.087,2.8038206,3.087,2.8066113,3.087,2.80697,3.087,2.8117929,3.087,2.8026638,3.087,3.1467295
DJEXZHLXFQVLGV-JGNVNFPDSA-N,2.712,2.8190894,2.712,2.819273,2.712,2.8275316,2.712,2.8117936,2.712,2.8093944,2.712,3.2644567
GXQLBHZAPLJKNY-IGICLMENSA-N,2.7,2.8168871,2.7,2.8168645,2.7,2.8266246,2.7,2.811793,2.7,2.8106134,2.7,2.8654153
XVBOVDKCMKDMTL-RJFBEJPRSA-N,2.566,2.807416,2.566,2.8130774,2.566,2.8126624,2.566,2.8117926,2.566,2.8119714,2.566,2.8443067
IPPVRZHOVLYYGS-CJVUWDGISA-N,2.924,2.815043,2.924,2.8074205,2.924,2.8187308,2.924,2.8117943,2.924,2.8089986,2.924,2.914867
LJZMNOBJHBRHSO-UHFFFAOYSA-N,2.499,2.8093662,2.499,2.792093,2.499,2.813116,2.499,2.8117938,2.499,2.8105555,2.499,2.9254851
WVEQSGCRQFROKC-UHFFFAOYSA-N,3.207,2.8150878,3.207,2.8197236,3.207,2.8202019,3.207,2.8117929,3.207,2.807088,3.207,2.8419082
JTVFKRROZQKFND-UHFFFAOYSA-N,2.711,2.8209188,2.711,2.824912,2.711,2.830984,2.711,2.811793,2.711,2.8171282,2.711,2.853119
RAGFOAMQILFTJQ-UHFFFAOYSA-N,3.243,2.8183303,3.243,2.7833347,3.243,2.8258295,3.243,2.8117938,3.243,2.8128488,3.243,2.9455903
FWLZPUDHQWTDPR-QEMDGBMQSA-N,3.398,2.8068233,3.398,2.8225245,3.398,2.8137176,3.398,2.811793,3.398,2.8038647,3.398,2.8918283
MTIOHJISPYHMCO-ZQEMPLQTSA-N,2.801,2.8141165,2.801,2.8021057,2.801,2.8199444,2.801,2.8117933,2.801,2.8086898,2.801,2.8742628
ZBWJTLOEVKGJGL-UHFFFAOYSA-N,2.915,2.819323,2.915,2.7346363,2.915,2.8308046,2.915,2.8117936,2.915,2.8215113,2.915,3.0163438
HIMTZZKQXHIGMU-UHFFFAOYSA-N,2.835,2.8140414,2.835,2.816665,2.835,2.8226733,2.835,2.8117929,2.835,2.8091166,2.835,2.8957353
SSDUPHYSMCKYNH-UHFFFAOYSA-N,2.795,2.8113847,2.795,2.8268023,2.795,2.8148165,2.795,2.811793,2.795,2.8247347,2.795,2.9349797
REFPFCLCOMXQPZ-XBHBWHKFSA-N,2.752,2.8212929,2.752,2.8135214,2.752,2.8322308,2.752,2.8117938,2.752,2.8065958,2.752,2.938133
OGYPSOJXDAIRKF-UHFFFAOYSA-N,2.632,2.8194375,2.632,2.8348286,2.632,2.8339097,2.632,2.811793,2.632,2.81766,2.632,2.8239088
FKYHVXXOYACDHE-UHFFFAOYSA-N,2.769,2.8039212,2.769,2.8090563,2.769,2.8067164,2.769,2.8117933,2.769,2.823204,2.769,2.8948371
GRPGAEMKLOQEMU-XOHWUJONSA-N,2.817,2.808023,2.817,2.8257172,2.817,2.8096006,2.817,2.8117962,2.817,2.8199823,2.817,2.8701797
LWJJGNSKQKNHQK-UHFFFAOYSA-N,2.575,2.8040166,2.575,2.8160174,2.575,2.8089428,2.575,2.8117933,2.575,2.8211331,2.575,2.8925078
