,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
HZILAONDOXSTSO-RTTQAZDESA-N,2.808,2.8304887,2.808,2.8137774,2.808,2.809571,2.808,2.7998538,2.808,2.7572136,2.808,2.7574375
ZLHZCYKXSFOUJZ-HWLOXFRGSA-N,2.872,2.817246,2.872,2.8105536,2.872,2.8068986,2.872,2.799853,2.872,2.5108688,2.872,2.5909379
BDJAQGZPYSXLDU-UKIVNFPFSA-N,3.255,2.8297255,3.255,2.8155804,3.255,2.8077524,3.255,2.799855,3.255,2.8518255,3.255,2.8773863
YEENPHXRHOGYDS-DVICOWDHSA-N,2.985,2.8161194,2.985,2.8126702,2.985,2.8049948,2.985,2.7998626,2.985,2.6909015,2.985,2.8074708
FSKOWSIEWHRDKF-XLDFTUSDSA-N,2.646,2.8131924,2.646,2.8035717,2.646,2.8085706,2.646,2.7998445,2.646,2.8102186,2.646,2.7230537
MCJFYDPSSJYIDH-KIBLKLHPSA-N,2.414,2.8353176,2.414,2.8163505,2.414,2.8044899,2.414,2.7998493,2.414,2.6981323,2.414,2.7678852
CSZCTTHIKQDIKR-GHSFAULOSA-N,3.018,2.8259203,3.018,2.8157284,3.018,2.806588,3.018,2.7998545,3.018,2.6519883,3.018,2.7375531
YRXQIZHKYNKPIL-OQHDRHACSA-N,2.036,2.8168402,2.036,2.8142054,2.036,2.8048952,2.036,2.7998536,2.036,2.6167529,2.036,2.7683802
CSGJWZJTCHEKNQ-OPBZITNTSA-N,3.456,2.8106148,3.456,2.8131678,3.456,2.8056893,3.456,2.7998533,3.456,2.664726,3.456,2.7840493
BKESUMPEHMDKRM-PORAZQCPSA-N,2.256,2.8130727,2.256,2.8130667,2.256,2.804198,2.256,2.7998528,2.256,2.5986218,2.256,2.7681468
VNJYACOKGUMSEK-OBGMZRHFSA-N,2.379,2.8197064,2.379,2.8048098,2.379,2.8070548,2.379,2.7998526,2.379,2.7320194,2.379,2.798986
YZPCAYWEAXWTHC-XFDYYPNTSA-N,2.892,2.8157628,2.892,2.8039746,2.892,2.8087788,2.892,2.7998455,2.892,2.8804526,2.892,2.77128
SCCBDBBUMUIQNN-RFBWVCNQSA-N,2.359,2.814148,2.359,2.8132298,2.359,2.8061693,2.359,2.7998552,2.359,2.6937563,2.359,2.849685
HJXJKWXMCLXBCC-GUVJYNHYSA-N,2.205,2.8143802,2.205,2.8142054,2.205,2.8084257,2.205,2.799852,2.205,2.6634872,2.205,2.7481236
IBHAVDKYHQKJOV-IPBVOBEMSA-N,2.863,2.8287568,2.863,2.8137937,2.863,2.8058567,2.863,2.7998512,2.863,2.767976,2.863,2.9091947
TYCFZVQKZSZHFD-NGDBEUQOSA-N,3.151,2.8097942,3.151,2.8107824,3.151,2.8052018,3.151,2.7998562,3.151,2.5802152,3.151,2.8562813
PIZLSPWTBMACMS-RLZCSYPLSA-N,2.658,2.809316,2.658,2.812322,2.658,2.8097227,2.658,2.7998488,2.658,2.8088844,2.658,2.7857888
NUIZJFLZGPWTMB-JENGACLDSA-N,2.951,2.8289213,2.951,2.8147128,2.951,2.8057148,2.951,2.7998514,2.951,2.7350225,2.951,2.7490008
XLDRXWLSXNRHNJ-ARFBGXLXSA-N,2.984,2.8219323,2.984,2.8132539,2.984,2.8084824,2.984,2.7998521,2.984,2.510553,2.984,2.7039301
ATAPXFQJZLVWDM-XFDYYPNTSA-N,2.573,2.8079941,2.573,2.808214,2.573,2.8077335,2.573,2.799847,2.573,2.8257267,2.573,2.8306441
QRZXOLMYJCDZDW-WONLUPPJSA-N,2.835,2.8096578,2.835,2.8140945,2.835,2.8093123,2.835,2.799852,2.835,2.7538073,2.835,2.7849243
OZNBIVUINUOHMM-VVEDTRTISA-N,2.201,2.8107638,2.201,2.809773,2.201,2.8088977,2.201,2.7998505,2.201,2.741513,2.201,2.8320048
PIDCPXZXMDCIDU-TZRCHIKKSA-N,2.134,2.8194911,2.134,2.8117673,2.134,2.806826,2.134,2.7998514,2.134,2.6901639,2.134,2.8402984
CYWMYMPCBUCEMO-MBFHWEMDSA-N,2.704,2.820727,2.704,2.8125434,2.704,2.8041854,2.704,2.7998555,2.704,2.686821,2.704,2.7755704
AJCJLDCQTWBISB-GKRJETSSSA-N,2.448,2.8205295,2.448,2.8155725,2.448,2.8096056,2.448,2.799858,2.448,2.549793,2.448,2.82197
KPAUWYNCPRMSJS-DEYQJDKRSA-N,3.172,2.8139842,3.172,2.812596,3.172,2.808296,3.172,2.7998524,3.172,2.7236953,3.172,2.7589993
MNUXSDHQNKEINV-AATKOCIRSA-N,2.511,2.8263993,2.511,2.8137007,2.511,2.8049345,2.511,2.7998528,2.511,2.7383416,2.511,2.7793386
NBAIPXSUGHUCNL-NGBFVLQYSA-N,2.942,2.8061252,2.942,2.8115911,2.942,2.8067179,2.942,2.7998524,2.942,2.7834432,2.942,2.8546307
XDUVWYDSBIPIFA-OGSYYYNRSA-N,3.304,2.82257,3.304,2.8135686,3.304,2.8065064,3.304,2.7998538,3.304,2.5961833,3.304,2.7974653
RSBFBBUJCXDBRU-PFZDTBMXSA-N,2.572,2.8152642,2.572,2.8141565,2.572,2.808574,2.572,2.799857,2.572,2.8311956,2.572,2.780948
ZZOVBTNCWOCFRV-NAAKILENSA-N,2.553,2.8189683,2.553,2.8136775,2.553,2.8118057,2.553,2.7998552,2.553,2.7538052,2.553,2.9534914
ORNMTIJBKMYLGU-IGLLTEKWSA-N,2.346,2.818894,2.346,2.8065953,2.346,2.8081253,2.346,2.7998528,2.346,2.6592765,2.346,2.8021061
ZNNAXLYWMKCHJL-ZCCNRYQASA-N,2.71,2.812391,2.71,2.8044448,2.71,2.8080406,2.71,2.7998493,2.71,2.8891668,2.71,2.8125834
KTSYTPILDFMMOA-YAHFTTOKSA-N,2.765,2.8274903,2.765,2.8179538,2.765,2.8085098,2.765,2.799849,2.765,2.6937995,2.765,2.7787778
HOMMEPJOHUPJGO-NKVSQWTQSA-N,3.36,2.8252845,3.36,2.8135042,3.36,2.8004143,3.36,2.799858,3.36,2.666101,3.36,2.6623635
RSGUOIBWIMCNLC-HSRNTDFQSA-N,2.324,2.8150547,2.324,2.8122556,2.324,2.8037155,2.324,2.7998557,2.324,2.6345098,2.324,2.7435005
WNNLGRXGULZACE-AMXGCLIRSA-N,2.109,2.8299196,2.109,2.812549,2.109,2.8077185,2.109,2.799857,2.109,2.7103117,2.109,2.8340018
AYPBFJBLORBABC-QCXAXJLZSA-N,2.961,2.8060536,2.961,2.8162887,2.961,2.810054,2.961,2.7998497,2.961,2.7316847,2.961,2.7421021
ZEXOFRQADHJBKO-AQAGRAQRSA-N,2.81,2.8248024,2.81,2.8134508,2.81,2.80327,2.81,2.7998571,2.81,2.7776523,2.81,2.7728899
PWZXXDGXAXXXKR-XZCKPCPMSA-N,2.702,2.8161557,2.702,2.8154786,2.702,2.8068244,2.702,2.7998538,2.702,2.7912567,2.702,2.8184285
JCVMVFPSMLTKOP-YJHQMKTBSA-N,2.799,2.824649,2.799,2.815401,2.799,2.8047333,2.799,2.7998536,2.799,2.8087993,2.799,2.8897204
KMEPUGIMAVPRDV-SNPSVIFDSA-N,3.325,2.8273773,3.325,2.815116,3.325,2.8066423,3.325,2.799861,3.325,2.7462192,3.325,2.744291
FFIQYLAIZYSULI-PJYNGAJZSA-N,2.455,2.8167343,2.455,2.8110015,2.455,2.8082998,2.455,2.7998524,2.455,2.912456,2.455,2.8337555
GUGBIYSZIUAMMF-HQILZYGMSA-N,3.156,2.8109193,3.156,2.815199,3.156,2.8089683,3.156,2.7998517,3.156,2.7491732,3.156,2.7321742
AEJDFSWHLRPLEA-KWQVAVEISA-N,2.507,2.8134928,2.507,2.806995,2.507,2.8071303,2.507,2.7998543,2.507,2.7521372,2.507,2.7682304
WCWMMCVEZKFDTM-SAQCFSMESA-N,2.918,2.8209608,2.918,2.8116066,2.918,2.8091562,2.918,2.7998548,2.918,2.7145898,2.918,2.8673303
PEVOHSJTXAMZII-SECZBPCUSA-N,2.237,2.8142195,2.237,2.8137279,2.237,2.8066711,2.237,2.7998543,2.237,2.7095757,2.237,2.7525408
MILMTAGZKZKVCJ-QFDQHJFZSA-N,3.606,2.819591,3.606,2.8144267,3.606,2.8044477,3.606,2.7998533,3.606,2.8598354,3.606,2.7983463
GHBWRWFHCRCPMT-CVUIAOGPSA-N,2.342,2.8089728,2.342,2.8110905,2.342,2.8074644,2.342,2.7998574,2.342,2.7008142,2.342,2.819249
FRRNJDYBQHYILJ-ZPYGXNLRSA-N,2.781,2.837309,2.781,2.8146846,2.781,2.8049612,2.781,2.799856,2.781,2.6643202,2.781,2.8026779
QQKQAVAXIAEZAL-XJGWRLTHSA-N,2.291,2.8036938,2.291,2.8107069,2.291,2.8107204,2.291,2.7998524,2.291,2.8972578,2.291,2.7369967
SJBMASBCCMDKQF-RNDJEAMVSA-N,2.447,2.8138683,2.447,2.8105698,2.447,2.8097746,2.447,2.799845,2.447,2.850039,2.447,2.7748084
LSQORRGMOXLNBQ-FDCGYUPASA-N,2.732,2.8064983,2.732,2.8099728,2.732,2.8057303,2.732,2.7998543,2.732,2.856711,2.732,2.7442758
RAAGLQROEIOJDW-PMNVOCJDSA-N,2.577,2.8088286,2.577,2.8071687,2.577,2.8059049,2.577,2.7998483,2.577,2.759364,2.577,2.8369017
CSTHZHOOZGUYBZ-MDVINBTASA-N,2.724,2.815743,2.724,2.8135657,2.724,2.8041205,2.724,2.7998528,2.724,2.7508216,2.724,2.857636
QXEVSRXTOBMUQZ-MBXCJKDGSA-N,2.591,2.818291,2.591,2.8138485,2.591,2.8103113,2.591,2.7998514,2.591,2.793932,2.591,2.811528
TXIKWKXSWUVEMA-XFDYYPNTSA-N,3.229,2.8212512,3.229,2.8140357,3.229,2.8068147,3.229,2.7998521,3.229,2.7393248,3.229,2.7650483
GGPUAFLSNGXXCN-LDFUKYJJSA-N,2.49,2.819673,2.49,2.812245,2.49,2.8081818,2.49,2.799853,2.49,2.4877927,2.49,2.5238183
ZPCMTWVBTBQDES-AUGOTPMTSA-N,2.579,2.8168585,2.579,2.8102999,2.579,2.806822,2.579,2.799849,2.579,2.7457042,2.579,2.7680683
AOYHPUZLZKLITQ-TZRCHIKKSA-N,2.562,2.8235252,2.562,2.8117852,2.562,2.8065064,2.562,2.7998507,2.562,2.653894,2.562,2.8418963
PKDPPTBGMSMTGB-AQAGRAQRSA-N,3.02,2.8139017,3.02,2.810944,3.02,2.8093827,3.02,2.7998466,3.02,2.8272676,3.02,2.7484481
QIVOBYYKFUJPCF-QBUFQOFUSA-N,2.321,2.8157773,2.321,2.8136868,2.321,2.8046932,2.321,2.7998557,2.321,2.5226557,2.321,2.6434426
ZRIVVHHNMUJYMO-CKHYFOCASA-N,2.814,2.8209705,2.814,2.8134363,2.814,2.808576,2.814,2.799855,2.814,2.687544,2.814,2.7871442
PCCGMYCLCHVQRH-AQYXTLAVSA-N,2.892,2.8028946,2.892,2.809198,2.892,2.8113275,2.892,2.7998528,2.892,2.7579737,2.892,2.6694028
RIRLYOKYJMQYSY-BHZMCYLPSA-N,3.247,2.8234215,3.247,2.806993,3.247,2.8061378,3.247,2.7998497,3.247,2.6786032,3.247,2.791793
RBRHKKGDRQESKP-UAFPRMMFSA-N,2.699,2.8129888,2.699,2.8159294,2.699,2.8077865,2.699,2.7998505,2.699,2.7427425,2.699,2.6915734
COYLOIWYYGMBFE-UFTHETEWSA-N,2.552,2.8144696,2.552,2.8117573,2.552,2.808858,2.552,2.7998514,2.552,2.7604363,2.552,2.728857
FIFGCJZCTCADOA-NIRGEMEPSA-N,2.579,2.8119383,2.579,2.804752,2.579,2.8097675,2.579,2.7998466,2.579,2.7893088,2.579,2.7782857
HRRBMHOILMRHAC-GPXUQXRASA-N,2.748,2.8268762,2.748,2.8137176,2.748,2.8030903,2.748,2.7998579,2.748,2.6883419,2.748,2.8317697
LWNQJDUNUXEPKA-BGKPVYIFSA-N,2.791,2.8176317,2.791,2.807252,2.791,2.8060322,2.791,2.7998505,2.791,2.7509406,2.791,2.8262618
NBFLEGBVGNIEEK-DVRIZHICSA-N,3.064,2.815086,3.064,2.8137548,3.064,2.8055096,3.064,2.79985,3.064,2.7184513,3.064,2.7302954
YVKMDNZSLWLCCH-HFGNAYAMSA-N,2.506,2.8124058,2.506,2.8108041,2.506,2.805787,2.506,2.7998533,2.506,2.6403875,2.506,2.8063493
HXURNSSHBHYPIH-BCHBDCPOSA-N,2.87,2.8245099,2.87,2.821248,2.87,2.8053994,2.87,2.799854,2.87,2.8420103,2.87,2.8194237
RGPCBAQMBKSQFR-JICXAIJSSA-N,3.147,2.803833,3.147,2.8046503,3.147,2.8104079,3.147,2.7998471,3.147,2.801738,3.147,2.789949
QFYWQUPMKPLHDI-TVJYOZDSSA-N,3.864,2.8049216,3.864,2.8110847,3.864,2.811058,3.864,2.7998528,3.864,2.843827,3.864,2.7392929
SPWOMHNEXKJDHK-DALJGNGJSA-N,3.079,2.8107338,3.079,2.8090901,3.079,2.8078437,3.079,2.7998517,3.079,2.7565045,3.079,2.8596704
HOTCHKMHWBXIEO-WXMWKCIJSA-N,3.291,2.8224847,3.291,2.814929,3.291,2.803902,3.291,2.799858,3.291,2.4568095,3.291,2.6187139
ZPUHJGPVYTTWFL-WCWJCQKVSA-N,3.236,2.8128936,3.236,2.8138325,3.236,2.8056254,3.236,2.7998536,3.236,2.668994,3.236,2.8053663
VSNFCUVYNZAZJS-LNOGLZFOSA-N,2.583,2.8340273,2.583,2.8183024,2.583,2.803483,2.583,2.7998576,2.583,2.7762923,2.583,2.7612174
DFAFTTCTQDZULA-YSLVCXEZSA-N,3.583,2.8123124,3.583,2.8157175,3.583,2.8092427,3.583,2.7998562,3.583,2.7070057,3.583,2.7237103
JONSPLGUTQQRTQ-CXVMZADYSA-N,2.665,2.810835,2.665,2.8144765,2.665,2.8079557,2.665,2.7998512,2.665,2.7828827,2.665,2.8175452
ZGKOGLXYZKBTAL-KYVOTQRUSA-N,2.642,2.8117886,2.642,2.8041458,2.642,2.809134,2.642,2.7998462,2.642,2.803644,2.642,2.770835
KUDIWBJHWGDKED-PMCRKUBMSA-N,2.601,2.8152215,2.601,2.8127816,2.601,2.8043573,2.601,2.7998567,2.601,2.711688,2.601,2.8482373
GAYKEWBTCISIHN-PQKVGRGHSA-N,3.325,2.8034515,3.325,2.8076258,3.325,2.8073246,3.325,2.799849,3.325,2.8082693,3.325,2.7889135
VNOCNUZBEKMLDR-LRVWDMQRSA-N,2.253,2.815471,2.253,2.813657,2.253,2.80773,2.253,2.799853,2.253,2.7566333,2.253,2.7944264
BWMHWDXCIHGDDJ-SEAWODQXSA-N,2.838,2.8213608,2.838,2.81477,2.838,2.8080661,2.838,2.7998528,2.838,2.7999146,2.838,2.8311465
MKBODDLQKXERHT-SEFDYWGPSA-N,3.076,2.8017259,3.076,2.8100429,3.076,2.809136,3.076,2.7998524,3.076,2.785816,3.076,2.719554
ROQAHDWGSGRNQC-GTYSUSSSSA-N,2.77,2.816144,2.77,2.8062384,2.77,2.8082192,2.77,2.799848,2.77,2.7582304,2.77,2.8064618
SLWQKZQROQUCDS-YMJKMCASSA-N,2.961,2.81373,2.961,2.811021,2.961,2.8107898,2.961,2.7998471,2.961,2.8946948,2.961,2.7611895
JHKANFWQHXVQFO-BOABNOFISA-N,3.454,2.8221023,3.454,2.8101206,3.454,2.8062594,3.454,2.79985,3.454,2.7136207,3.454,2.8260007
FSFXMXOFVJEPDO-FFKGLWRNSA-N,3.243,2.8209808,3.243,2.8117645,3.243,2.8043323,3.243,2.7998524,3.243,2.5025811,3.243,2.8431027
ZPBQQJWLCGFJBF-ZZNGOQMTSA-N,2.579,2.8228986,2.579,2.8112106,2.579,2.803303,2.579,2.799858,2.579,2.8556914,2.579,2.783874
VFTKSVGDZFPDBW-IYCMHCGZSA-N,2.192,2.8093452,2.192,2.8092318,2.192,2.809492,2.192,2.7998495,2.192,2.7274907,2.192,2.814525
KENYOOYUZFSXJA-FWBDCHAOSA-N,3.179,2.8186147,3.179,2.813465,3.179,2.8052719,3.179,2.7998548,3.179,2.765845,3.179,2.7948925
WFIZXSUTPVHEJG-ZSBPYGRISA-N,2.703,2.820619,2.703,2.8090138,2.703,2.8082314,2.703,2.7998486,2.703,2.742708,2.703,2.8010318
USPKSCKBOLEZIY-OPUYOALDSA-N,2.445,2.818255,2.445,2.8110237,2.445,2.8051393,2.445,2.7998545,2.445,2.6648233,2.445,2.819473
RAWOQRQETPDCMV-DBSPGSINSA-N,2.839,2.812333,2.839,2.8026621,2.839,2.8099053,2.839,2.7998447,2.839,2.8713455,2.839,2.8265233
XVAKPJCCSMBTAW-YRICHZAJSA-N,2.668,2.833311,2.668,2.812496,2.668,2.8006628,2.668,2.799862,2.668,2.9787915,2.668,2.8187897
YNKRMPFKECANAE-CZPAZZQNSA-N,2.08,2.8145564,2.08,2.8123853,2.08,2.8079517,2.08,2.799853,2.08,2.7145972,2.08,2.7154512
KLIWGEKMJMDGTK-FKNUQGHBSA-N,3.003,2.8171842,3.003,2.81223,3.003,2.8066366,3.003,2.7998493,3.003,2.7496166,3.003,2.8180168
FZICNUVNWJPDSJ-AATKOCIRSA-N,2.466,2.8188698,2.466,2.815831,2.466,2.8069918,2.466,2.7998526,2.466,2.7330961,2.466,2.8299732
KFSNKQHUPDHHRH-LZQNREAYSA-N,2.421,2.8197045,2.421,2.8158507,2.421,2.8061638,2.421,2.799854,2.421,2.604034,2.421,2.7916448
NODPSXKEZZPPRN-MDHCZEIISA-N,2.895,2.8142686,2.895,2.811478,2.895,2.8105335,2.895,2.7998562,2.895,2.7250621,2.895,2.7283573
QADDXARJEGDXJB-SEAWODQXSA-N,2.578,2.8133814,2.578,2.8142772,2.578,2.8072042,2.578,2.79985,2.578,2.6251633,2.578,2.6537082
CWWZLEUIMQLVNH-NJNWQDHISA-N,2.998,2.8112724,2.998,2.804796,2.998,2.8104293,2.998,2.7998466,2.998,2.799166,2.998,2.7731698
GGYMKIIETHCQAK-KGJVPRQISA-N,2.904,2.8272252,2.904,2.8149319,2.904,2.8046339,2.904,2.7998579,2.904,2.7021987,2.904,2.7640336
RLWNPDGURRFEMH-NBYCKJLVSA-N,3.037,2.8233945,3.037,2.8071644,3.037,2.8047497,3.037,2.79985,3.037,2.728679,3.037,2.8079202
YCDPBOYMIVYKBG-XYNHAZARSA-N,3.019,2.8226547,3.019,2.8137589,3.019,2.8061645,3.019,2.7998588,3.019,2.5189345,3.019,2.813269
LMAHESWUQVIPCJ-NNOOIMGWSA-N,2.789,2.8208983,2.789,2.8125892,2.789,2.8019812,2.789,2.7998543,2.789,2.786681,2.789,2.8036485
BWRMXGWHMCKQOV-VFTUIGKHSA-N,2.845,2.8183,2.845,2.8133361,2.845,2.8116722,2.845,2.7998488,2.845,2.7773585,2.845,2.8350468
HKLRVOXTOIZONI-CGEFMOMASA-N,2.97,2.8203688,2.97,2.8120801,2.97,2.8022645,2.97,2.7998528,2.97,2.7001708,2.97,2.7582452
UZBJRYVHPNRNRA-IZZKMKHWSA-N,2.75,2.824552,2.75,2.807086,2.75,2.8060758,2.75,2.7998536,2.75,2.6604517,2.75,2.8050125
GMMGLYQITSRTTP-ZBYXGLQNSA-N,2.904,2.8192823,2.904,2.812562,2.904,2.8024976,2.904,2.799855,2.904,2.6833446,2.904,2.8469203
VZXGXOPZJVSPCO-DIOPSPQCSA-N,2.208,2.8230987,2.208,2.8132126,2.208,2.8059127,2.208,2.7998557,2.208,2.7345123,2.208,2.8217418
AEVITNWHEUHPRK-CYNAVCGXSA-N,2.985,2.8254309,2.985,2.8148124,2.985,2.8041925,2.985,2.7998576,2.985,2.6770675,2.985,2.825469
GTDGAPZGDHENBD-UHBFCERESA-N,3.241,2.824115,3.241,2.810665,3.241,2.8024943,3.241,2.7998502,3.241,2.7861233,3.241,2.7347326
VJHNVPVJGWNJIQ-XBQMQSHHSA-N,2.782,2.824344,2.782,2.8151755,2.782,2.806646,2.782,2.7998602,2.782,2.7666335,2.782,2.7843707
CUNGYEVFABAWIT-CLFCKGBTSA-N,3.255,2.8122694,3.255,2.8139322,3.255,2.8074567,3.255,2.799851,3.255,2.7062247,3.255,2.7257185
MFZTWESZFYJHSK-KLLZELSWSA-N,2.928,2.818327,2.928,2.8065028,2.928,2.8097112,2.928,2.7998483,2.928,2.6639853,2.928,2.779459
KFEQYBRYBOUHIM-YBVFZONVSA-N,2.507,2.8136137,2.507,2.812186,2.507,2.8094463,2.507,2.7998497,2.507,2.8346596,2.507,2.7979646
JBSHGROJVHVCLW-FFNJIKEYSA-N,3.005,2.8219454,3.005,2.812762,3.005,2.8014781,3.005,2.7998579,3.005,2.5856094,3.005,2.7505536
MXYNKAGFPXQEER-QLANMKSSSA-N,2.81,2.8200963,2.81,2.8152215,2.81,2.8079336,2.81,2.7998528,2.81,2.6437206,2.81,2.8064244
VHVTXWSWESBNJK-WIMUOEIGSA-N,2.463,2.8221812,2.463,2.810954,2.463,2.8083763,2.463,2.7998502,2.463,2.8133814,2.463,2.8133786
QFNSOEJLBQTLDV-WJAVZWLLSA-N,3.428,2.8203392,3.428,2.8099952,3.428,2.8042471,3.428,2.7998524,3.428,2.7935026,3.428,2.8774688
PEUNKHHOLUUFEG-LLBWWIOESA-N,2.876,2.814008,2.876,2.805495,2.876,2.808169,2.876,2.7998502,2.876,2.6879685,2.876,2.781185
XQVFIDRICQSHET-FABBETMGSA-N,3.234,2.8322897,3.234,2.8170204,3.234,2.8090591,3.234,2.7998543,3.234,2.710317,3.234,2.7949169
USAILRARXCORHK-ZIHRSNHMSA-N,2.537,2.817656,2.537,2.8066392,2.537,2.8082945,2.537,2.7998524,2.537,2.7013245,2.537,2.7932734
MTTOJDUNMBKOER-GZOMZLSJSA-N,2.657,2.8176632,2.657,2.8126707,2.657,2.8031662,2.657,2.799856,2.657,2.7231874,2.657,2.751813
CYVDJIMHCOGDMV-CULHFBHGSA-N,2.399,2.8135262,2.399,2.8131912,2.399,2.8058825,2.399,2.7998536,2.399,2.641577,2.399,2.7676995
RKSYCXNYAKNRAI-RSEYIHLLSA-N,2.224,2.8211951,2.224,2.812385,2.224,2.8085613,2.224,2.799851,2.224,2.6678305,2.224,2.819062
FVHHSSOOEBDXLE-KPGMTVGESA-N,2.789,2.822836,2.789,2.813303,2.789,2.804631,2.789,2.7998555,2.789,2.5801854,2.789,2.6654003
OMJSIIVCLBGPGK-WDPSMNKRSA-N,2.817,2.813674,2.817,2.8137255,2.817,2.8062518,2.817,2.7998526,2.817,2.638316,2.817,2.7985408
FPHQRRGJUZZIHW-CXXRRZEYSA-N,3.251,2.8158922,3.251,2.8140538,3.251,2.8107378,3.251,2.799855,3.251,2.7044425,3.251,2.8508224
FITPWDOVIOHGBU-KULFSUQXSA-N,3.167,2.816027,3.167,2.8093412,3.167,2.8067682,3.167,2.7998514,3.167,2.766586,3.167,2.7438717
CACJTNWCYWQRGB-SFTCSPJPSA-N,2.905,2.8137915,2.905,2.8132224,2.905,2.8064756,2.905,2.7998497,2.905,2.601612,2.905,2.6498258
NQQPRDYRHMZPOW-VVBBIQDTSA-N,3.234,2.8130977,3.234,2.813503,3.234,2.8074915,3.234,2.7998528,3.234,2.6939888,3.234,2.7342412
MAVONKONWBZKGK-YTJQMYRNSA-N,2.809,2.8203828,2.809,2.8117292,2.809,2.8061483,2.809,2.7998502,2.809,2.6329517,2.809,2.819474
ASJFKTVMPVGXCS-AZQCRQQHSA-N,2.9,2.8224702,2.9,2.8139427,2.9,2.8044379,2.9,2.7998538,2.9,2.6930752,2.9,2.7918892
NVJVBMFUWKYNGX-JEZXGWKESA-N,2.587,2.8146935,2.587,2.8111231,2.587,2.8091762,2.587,2.7998557,2.587,2.8754883,2.587,2.7985084
ZKVRXABCXXRWNP-PMNVOCJDSA-N,3.343,2.8207347,3.343,2.8074384,3.343,2.8053463,3.343,2.7998486,3.343,2.7627485,3.343,2.8282766
PMLPCGKILUDJGN-SVPAYZKRSA-N,2.618,2.813785,2.618,2.8139405,2.618,2.808029,2.618,2.799855,2.618,2.7324247,2.618,2.7377005
XXUUHDKQLWDJOU-QGXJDGTASA-N,2.652,2.8125346,2.652,2.805603,2.652,2.8040097,2.652,2.7998476,2.652,2.8865025,2.652,2.8847523
CELYRKSLFSESSR-UMTBHFSCSA-N,2.899,2.8162026,2.899,2.8106155,2.899,2.807271,2.899,2.7998488,2.899,2.8657007,2.899,2.7917333
YWUDOIWDEGGTMP-NUCCTBTRSA-N,3.257,2.8180594,3.257,2.8128653,3.257,2.803679,3.257,2.7998579,3.257,2.711169,3.257,2.7700648
ULABPIPXQQJNLK-OUHOCAHDSA-N,2.806,2.8260894,2.806,2.8120642,2.806,2.8052652,2.806,2.7998524,2.806,2.6550784,2.806,2.804597
SCMRESWVEFVONR-KUZBLNJWSA-N,3.21,2.8150005,3.21,2.8101964,3.21,2.8050272,3.21,2.7998528,3.21,2.8219101,3.21,2.8094568
CJCWKZJPTCSCMJ-YRDYRGMFSA-N,2.746,2.8268156,2.746,2.8146613,2.746,2.803644,2.746,2.7998545,2.746,2.6845841,2.746,2.8147578
CYABTJMGESVEKL-FREGMDGXSA-N,2.618,2.8022156,2.618,2.8062212,2.618,2.810719,2.618,2.79985,2.618,2.7670188,2.618,2.7131648
NYDHUGOZRBDNTO-YSRISWDUSA-N,3.163,2.822977,3.163,2.813056,3.163,2.8041267,3.163,2.7998543,3.163,2.667358,3.163,2.8706765
MFQKHVUCZLECCG-LEXORQHVSA-N,3.147,2.8164933,3.147,2.8132803,3.147,2.8059695,3.147,2.799852,3.147,2.6490738,3.147,2.7746472
IQJQSSRMRPAANR-JNNAGZRYSA-N,3.241,2.816083,3.241,2.8132293,3.241,2.8034165,3.241,2.7998548,3.241,2.6535156,3.241,2.7403042
BONAFNJANWURNG-NGBFVLQYSA-N,3.188,2.814047,3.188,2.8117752,3.188,2.806709,3.188,2.7998497,3.188,2.727404,3.188,2.8358138
JBFCGYYVTGFQDR-MLGXEQBASA-N,2.7,2.8283527,2.7,2.8153546,2.7,2.8052042,2.7,2.7998555,2.7,2.6814423,2.7,2.7756665
XCDBDXPDPOZXFL-OLMRRKSYSA-N,3.324,2.8167999,3.324,2.8130667,3.324,2.8047297,3.324,2.7998552,3.324,2.729955,3.324,2.7824593
NQPSQSUJYCRTSQ-ZQEMPLQTSA-N,2.719,2.8150105,2.719,2.8130183,2.719,2.8075044,2.719,2.7998533,2.719,2.8510826,2.719,2.8055136
CNTPDSNRYUZWGO-RWTPQGAESA-N,3.855,2.8170588,3.855,2.8118618,3.855,2.8033218,3.855,2.7998576,3.855,2.7258313,3.855,2.8517578
FRJGOGLTXBCOHQ-QEQQSIKZSA-N,2.581,2.8261392,2.581,2.8183408,2.581,2.8061237,2.581,2.79985,2.581,2.7020783,2.581,2.7594573
CFDVWLOWTOHWIF-DCCHCWHHSA-N,2.423,2.8054907,2.423,2.8114948,2.423,2.8095462,2.423,2.7998524,2.423,2.8235102,2.423,2.693619
NQOCOEHUMDDWGK-GLNSOGGISA-N,2.524,2.8207178,2.524,2.8140545,2.524,2.8089256,2.524,2.7998517,2.524,2.7523582,2.524,2.7716477
NUJDNKUZIOUJBH-ROYWARLYSA-N,3.221,2.8169544,3.221,2.813507,3.221,2.8036137,3.221,2.799853,3.221,2.7154305,3.221,2.8738081
